"Hungarian","English"
"gadames","adulteries"
"gadzsit","adulterine"
"gafibie","adulterize"
"gafybi","adulterous"
"gai","adulterously"
"gal","adulterousness"
"galacticomm","adulthood"
"galadul","adulthoods"
"galamb","adulticidal"
"galambfajta","adulticide"
"galambok","adultly"
"galan","adultlike"
"gallyra","adultness"
"galo","adultoid"
"galt","adultress"
"game","adults"
"gand","adult's"
"ganz-hunslet","adumbral"
"garamszegi","adumbrant"
"garanci","adumbrate"
"garancia","adumbrated"
"garancia-alap","adumbrates"
"garanciaira","adumbrating"
"garantalt","adumbration"
"garantaltan","adumbrations"
"garazdasaggal","adumbrative"
"garda","adumbratively"
"gardaja","adumbrellar"
"gardajaval","adunation"
"gardat","adunc"
"garden","aduncate"
"gardenia","aduncated"
"gardrobszekreny","aduncity"
"garnerin","aduncous"
"garroson","Adur"
"gasztronomiai","adure"
"gat","adurent"
"gatakat","Adurol"
"gateway","adusk"
"gatoja","adust"
"gatt-targyalasokra","adustion"
"gatyajabol","adustiosis"
"gave","adustive"
"gaz","Aduwa"
"gazdag","adv"
"gazdagabb","adv."
"gazdagitasa","Advaita"
"gazdalkodas","advance"
"gazdalkodo","advanceable"
"gazdasag","advanced"
"gazdasagi","advancedness"
"gazdasagkutato","advancement"
"gazdasagnak","advancements"
"gazdasagot","advancement's"
"gazdasagpolitikanak","advancer"
"gazdasagrol","advancers"
"gazdat","advances"
"gazetta","advancing"
"gazolaj-tartaly","advancingly"
"gazszolg","advancive"
"gazszolgalta","advantage"
"gazszolgaltatasrol","advantaged"
"gazt","advantageous"
"gazturbina","advantageously"
"gazuzemu","advantageousness"
"gbyte","advantages"
"gdp-hanyad","advantaging"
"gecseg","advect"
"gee","advected"
"geepelhetoe","advecting"
"gegemutetje","advection"
"geiger","advectitious"
"geiger(?)nek","advective"
"geigernek","advects"
"gellert","advehent"
"genek","advena"
"generaciojanak","advenae"
"general","advene"
"generalasahoz","advenience"
"generalhato","advenient"
"generaljak","Advent"
"generalni","advential"
"generatoranak","Adventism"
"genie","Adventist"
"genoa","adventists"
"genoanal","adventitia"
"genovai","adventitial"
"gent","adventitious"
"geofizikai","adventitiously"
"geografiai","adventitiousness"
"geometria","adventitiousnesses"
"geometriai","adventive"
"geometriaja","adventively"
"geometrikus","adventry"
"geomikulason","advents"
"gep","adventual"
"gep-kozelben","adventure"
"gepboel","adventured"
"gepbol","adventureful"
"gepcsaladrol","adventurement"
"gepe","adventurer"
"gepeden","adventurers"
"gepek","adventures"
"gepeken","adventureship"
"gepeket","adventuresome"
"gepekkel","adventuresomely"
"gepeles","adventuresomeness"
"gepelesi","adventuresomes"
"gepem","adventuress"
"gepen","adventuresses"
"gepet","adventuring"
"gepgyar","adventurish"
"gephez","adventurism"
"gepi","adventurist"
"gepjarmubiztositasra","adventuristic"
"gepkoezelben","adventurous"
"gepkozelben","adventurously"
"geppel","adventurousness"
"geppiszto","adverb"
"gepre","adverbial"
"geptipusok","adverbiality"
"gerle","adverbialize"
"gerlet","adverbially"
"german","adverbiation"
"germanie","adverbless"
"geszites","adverbs"
"gewwo","adverb's"
"gewwoliew","adversa"
"geza","adversant"
"gezanak","adversary"
"gezo","adversaria"
"ghz","adversarial"
"ghz-es","adversaries"
"gi","adversariness"
"giekfijf","adversarious"
"gif","adversary's"
"gif-et","adversative"
"gimiben","adversatively"
"gimit","adverse"
"gimnazium","adversed"
"gimnaziumban","adversely"
"gkl.kidec.cmb.ki.se","adverseness"
"glagolica","adversifoliate"
"glagolicas","adversifolious"
"glattfelder","adversing"
"globalis","adversion"
"gmbh","adversity"
"gmk","adversities"
"gmt","adversive"
"gnaedig","adversus"
"god","advert"
"godollo","adverted"
"godor","advertence"
"godorne","advertency"
"goedoer","advertent"
"goellner","advertently"
"gol","adverting"
"goldplast","advertisable"
"goljaval","advertise"
"golkulonbseggel","advertised"
"gollal","advertisee"
"gollovo","advertisement"
"gollovolista","advertisements"
"golos","advertisement's"
"golszerzesi","advertiser"
"golyoallo","advertisers"
"gombjuk","advertises"
"gomblyuk","advertising"
"goncz","advertisings"
"goncz-cikkrol","advertizable"
"goncz-interju","advertize"
"goncz-level","advertized"
"gonczi","advertizement"
"gond","advertizer"
"gondatlan","advertizes"
"gondjara","advertizing"
"gondnak","adverts"
"gondod","advice"
"gondokat","adviceful"
"gondoknak","advices"
"gondola","advisability"
"gondolat","advisabilities"
"gondolatat","advisable"
"gondolatomat","advisableness"
"gondolattal","advisably"
"gondolj","advisal"
"gondoljak","advisatory"
"gondoljatok","advise"
"gondoljunk","advised"
"gondolkodas","advisedly"
"gondolkodnak","advisedness"
"gondolkodni","advisee"
"gondolkodo","advisees"
"gondolkodtam","advisee's"
"gondolnad","advisement"
"gondolni","advisements"
"gondolod","adviser"
"gondolok","advisers"
"gondolom","advisership"
"gondolsz","advises"
"gondolta","advisy"
"gondoltal","advising"
"gondoltam","advisive"
"gondoltok","advisiveness"
"gondor","adviso"
"gondosan","advisor"
"gondoskodik","advisory"
"gondot","advisories"
"gondozasaban","advisorily"
"gondozasra","advisors"
"gondtalanabb","advisor's"
"gonosz","advitant"
"goodmayer","advocaat"
"gopher","advocacy"
"gopher.bke.hu","advocacies"
"gopheres","advocate"
"gopherrel","advocated"
"gophers","advocates"
"gophert","advocateship"
"gorbacsov","advocatess"
"gorbe","advocating"
"gorbeid","advocation"
"gorodeckij","advocative"
"gorog","advocator"
"got","advocatory"
"a","advocatress"
"gouesse","advocatrice"
"gov","advocatrix"
"goytisolo","advoyer"
"gozom","advoke"
"gozt","advolution"
"go~cso~rto~s","advoteresse"
"gp","advowee"
"gqoujugeb","advowry"
"grafikus","advowsance"
"graifi","advowson"
"grammot","advowsons"
"grand","advt"
"graphisoft","advt."
"graphisofttal","adward"
"gratulaciot","adwesch"
"gratulalok","adz"
"gratulalunk","adze"
"grazi","adzer"
"green","adzes"
"greenwich-i","Adzharia"
"gregor","Adzharistan"
"gregorius","adzooks"
"greschik","ae"
"grezsa","ae-"
"griffin","ae."
"grin","AEA"
"grubba","Aeacidae"
"grus","Aeacides"
"gruz","Aeacus"
"guadameci","Aeaea"
"gubanc","Aeaean"
"gubancok","AEC"
"gubancos","Aechmagoras"
"guide","Aechmophorus"
"gunyosan","aecia"
"gur","aecial"
"gusztonyi","aecidia"
"gy","Aecidiaceae"
"gya","aecidial"
"gyak-rol","aecidioform"
"gyakige","Aecidiomycetes"
"gyakori","aecidiospore"
"gyakoribb","aecidiostage"
"gyakoribbak","aecidium"
"gyakorisaganak","aeciospore"
"gyakorlat","aeciostage"
"gyakorlata","aeciotelia"
"gyakorlatban","aecioteliospore"
"gyakorlatilag","aeciotelium"
"gyakorlatnak","aecium"
"gyakorlatot","aedeagal"
"gyakorlattal","aedeagi"
"gyakorlo","aedeagus"
"gyakoroljak","aedegi"
"gyakorolni","Aedes"
"gyakran","aedicula"
"gyakran""/""gyakorol","aediculae"
"gyakran-hoz","aedicule"
"gyalazz","Aedilberct"
"gyalja","aedile"
"gyalog","aediles"
"gyalogoskozlekedes","aedileship"
"gyalogosok","aedilian"
"gyalulva","aedilic"
"gyan","aedility"
"gyanant","aedilitian"
"gyanitasz","aedilities"
"gyanu's","aedine"
"gyanuja","aedoeagi"
"gyanujat","aedoeagus"
"gyanum","aedoeology"
"gyanuperrel","Aedon"
"gyanusat","Aeetes"
"gyanut","AEF"
"gyar-lengyel","aefald"
"gyarak","aefaldy"
"gyariparosok","aefaldness"
"gyarorszag","aefauld"
"gyartasara","Aegaeon"
"gyartast","aegagri"
"gyartasuk","aegagropila"
"gyartoknak","aegagropilae"
"gyasznapon","aegagropile"
"gyasztasi","aegagropiles"
"gyenge","aegagrus"
"gyere","Aegates"
"gyerek","Aegean"
"gyerekeim","aegemony"
"gyerekekkel","aeger"
"gyereket","Aegeria"
"gyerekkorban","aegerian"
"gyerekkoromban","aegeriid"
"gyermekek","Aegeriidae"
"gyermekenkent","Aegesta"
"gyermekes","Aegeus"
"gyermeket","Aegia"
"gyermekgondozasi","Aegiale"
"gyermekig","Aegialeus"
"gyermeknel","Aegialia"
"gyilkossag","Aegialitis"
"gyoek","Aegicores"
"gyoergy","aegicrania"
"gyoergynek","aegilops"
"gyogyeger","Aegimius"
"gyogyir","Aegina"
"gyogyszemeket","Aeginaea"
"gyogyszerarak","Aeginetan"
"gyogyszerek","Aeginetic"
"gyogyszereket","Aegiochus"
"gyogyszerfogyasztas","Aegipan"
"gyogyulo","aegyptilla"
"gyoker","Aegyptus"
"gyokeret","Aegir"
"gyokergep","aegirine"
"gyokerke","aegirinolite"
"gyomorral","aegirite"
"gyongyi","aegyrite"
"gyor","AEGIS"
"gyorgy","aegises"
"gyorgynek","Aegisthus"
"gyorgyot","Aegithalos"
"gyori","Aegithognathae"
"gyoriek","aegithognathism"
"gyorik","aegithognathous"
"gyors","Aegium"
"gyorsabb","Aegle"
"gyorsabban","aegophony"
"gyorsan","Aegopodium"
"gyorstuzelo","Aegospotami"
"gyozedelmeskedik","aegritude"
"gyozelem","aegrotant"
"gyozelmet","aegrotat"
"gyozelmevel","aeipathy"
"gyozniuk","Aekerly"
"gyozodve","Aelber"
"gyozott","Aelbert"
"gyozte","Aella"
"gyo~ker","Aello"
"gyo~nyo~ru","aelodicon"
"gyuerd","aeluroid"
"gyuj","Aeluroidea"
"gyujtemenye","aelurophobe"
"gyujtemenyeben","aelurophobia"
"gyujtesebol","aeluropodous"
"gyujtogatas","aemia"
"gyujtott","aenach"
"gyujtottek","Aenea"
"gyula","aenean"
"gyulafehervari","Aeneas"
"gyulai","Aeneid"
"gyulam","Aeneolithic"
"gyulan","aeneous"
"gyulesenek","Aeneus"
"gyuleset","Aeniah"
"gyulik","aenigma"
"gyulolettel","aenigmatite"
"gyult","Aenius"
"gyumolcsoztetni","Aenneea"
"gyuri","aeolharmonica"
"gyurko","Aeolia"
"h","Aeolian"
"h","Aeolic"
"u","Aeolicism"
"t","aeolid"
"ha","Aeolidae"
"hab","Aeolides"
"habar","Aeolididae"
"haboru","aeolight"
"haborukent","aeolina"
"haborus","aeoline"
"haborut","aeolipile"
"haboztam","aeolipyle"
"hacsak","Aeolis"
"had","Aeolism"
"hadd","Aeolist"
"hadi","aeolistic"
"hadiipar","aeolo-"
"hadiipari","aeolodicon"
"hadipari","aeolodion"
"hadite","aeolomelodicon"
"haditechni","aeolopantalon"
"hadkoteles","aeolotropy"
"hadsereg","aeolotropic"
"hadseregben","aeolotropism"
"hadtorteneti","aeolsklavier"
"hadutra","Aeolus"
"hagsulyoztak","aeon"
"hogy","aeonial"
"hagy","aeonian"
"hagyjak","aeonic"
"hagyni","aeonicaeonist"
"hagynia","aeonist"
"hagyomanyos","aeons"
"hagyta","Aepyceros"
"hagytak","Aepyornis"
"hagytam","Aepyornithidae"
"haho","Aepyornithiformes"
"hai","Aepytus"
"hajat","aeq"
"hajdanaban","Aequi"
"hajdu-bihar","Aequian"
"hajdu-bihari","Aequiculi"
"hajdunanas","Aequipalpia"
"hajdusagig","aequor"
"hajlando","aequoreal"
"hajlandoak","aequorin"
"hajlandok","aequorins"
"hajlitas","aer"
"hajnalban","aer-"
"hajnali","aerage"
"hajolaj","aeraria"
"hajout","aerarian"
"hajra","aerarium"
"hajtogatott","aerate"
"hajtos","aerated"
"hajtott","aerates"
"hajtottak","aerating"
"hal","aeration"
"hal-etelek","aerations"
"hala","aerator"
"halaadasnak","aerators"
"halad","aerenchyma"
"haladas","aerenterectasia"
"haladassal","aery"
"haladektalanul","aeri-"
"haladja","Aeria"
"haladnak","aerial"
"halado","aerialist"
"haladt","aerialists"
"haladtak","aeriality"
"halal","aerially"
"halalkodtam","aerialness"
"halallal","aerials"
"halalnak","aerial's"
"halalos","aeric"
"halalt","aerical"
"halam","Aerides"
"halasak","aerie"
"halasan","aeried"
"halasztani","Aeriel"
"halasztott","Aeriela"
"halasztottak","Aeriell"
"halda","aerier"
"hale","aeries"
"halfemsinstyve","aeriest"
"haliho","aerifaction"
"halkan","aeriferous"
"hall","aerify"
"hallani","aerification"
"hallasra","aerified"
"hallatan","aerifies"
"hallatlanul","aerifying"
"hallgass","aeriform"
"hallgathassak","aerily"
"hallgatnunk","aeriness"
"hallgato","aero"
"hallgatta","aero-"
"hallgattak","aeroacoustic"
"hallhato","Aerobacter"
"hallja","aerobacteriology"
"hallom","aerobacteriological"
"hallottad","aerobacteriologically"
"hallottak","aerobacteriologist"
"hallottam","aerobacters"
"halm","aeroballistic"
"halmazara","aeroballistics"
"halmos","aerobate"
"halom","aerobated"
"halottak","aerobatic"
"halotti","aerobatics"
"halozat","aerobating"
"halozathoz","aerobe"
"halozatnak","aerobee"
"halozaton","aerobes"
"halozatra","aerobia"
"halozattal","aerobian"
"haltak","aerobic"
"haltam","aerobically"
"hamar","aerobics"
"hamarabb","aerobiology"
"hamarosan","aerobiologic"
"hamis","aerobiological"
"hamisciprusokat","aerobiologically"
"hamisitott","aerobiologist"
"hamlet","aerobion"
"hamradio","aerobiont"
"hamupipo","aerobioscope"
"hamupipoke","aerobiosis"
"hamupipoke-atirat","aerobiotic"
"hamupipokenek","aerobiotically"
"hamupipokerol","aerobious"
"hamupipot","aerobium"
"hamvas","aeroboat"
"hanem","Aerobranchia"
"hang","aerobranchiate"
"hangfalakat","aerobus"
"hangfelvetelt","aerocamera"
"hangjat","aerocar"
"hangkartya","aerocartograph"
"hangnemet","aerocartography"
"hangot","Aerocharidae"
"hangoz","aerocyst"
"hangoztatta","aerocolpos"
"hangoztatva","aerocraft"
"hangrendben","aerocurve"
"hangrendjet","aerodermectasia"
"hangrendu","aerodynamic"
"hangsulyozta","aerodynamical"
"hangsulyoztak","aerodynamically"
"hangsulyozza","aerodynamicist"
"hangszoro","aerodynamics"
"hangulatat","aerodyne"
"hangulatban","aerodynes"
"hangulatu","aerodone"
"hangversenyt","aerodonetic"
"hangzik","aerodonetics"
"hangzott","aerodontalgia"
"hangzottak","aerodontia"
"hannoverbe","aerodontic"
"hannoverben","aerodrome"
"hany","aerodromes"
"hanyada","aerodromics"
"hanyadot","aeroduct"
"hanyni","aeroducts"
"hanza-hagyomanyokat","aeroelastic"
"hapg","aeroelasticity"
"hapogott","aeroelastics"
"happy","aeroembolism"
"harag","aeroenterectasia"
"harapott","Aeroflot"
"haraptak","aerofoil"
"harcolt","aerofoils"
"harcot","aerogel"
"hardware","aerogels"
"haris","aerogen"
"harmad","aerogene"
"harmada","aerogenes"
"harmadban","aerogenesis"
"harmadfokunal","aerogenic"
"harmadik","aerogenically"
"harmadreszt","aerogenous"
"harmadsorban","aerogeography"
"harmadszor","aerogeology"
"harmas","aerogeologist"
"harmat","aerognosy"
"harom","aerogram"
"haromfele","aerogramme"
"haromkor","aerograms"
"haromnapos","aerograph"
"haromoldalu","aerographer"
"harul","aerography"
"has","aerographic"
"hasabjain","aerographical"
"hasogatni","aerographics"
"hasonlatos","aerographies"
"hasonlattal","aerogun"
"hasonlit","aerohydrodynamic"
"hasonlitanak","aerohydropathy"
"hasonlithato","aerohydroplane"
"hasonlitsam","aerohydrotherapy"
"hasonlitsanak","aerohydrous"
"hasonlo","aeroyacht"
"hasonloan","aeroides"
"hasonlokat","Aerojet"
"hasonlokeppen","Aerol"
"hasonlosagokat","aerolite"
"hasonlosagot","aerolites"
"hasonlot","aerolith"
"hasonulas","aerolithology"
"hasznal","aeroliths"
"hasznalata","aerolitic"
"hasznalatahoz","aerolitics"
"hasznalatanak","aerology"
"hasznalatarol","aerologic"
"hasznalatat","aerological"
"hasznalatban","aerologies"
"hasznalati","aerologist"
"hasznalatos","aerologists"
"hasznald","aeromaechanic"
"hasznalhassam","aeromagnetic"
"hasznalhato","aeromancer"
"hasznalja","aeromancy"
"hasznaljak","aeromantic"
"hasznaljuk","aeromarine"
"hasznalni","aeromechanic"
"hasznalnom","aeromechanical"
"hasznalo","aeromechanics"
"hasznalod","aeromedical"
"hasznalsz","aeromedicine"
"hasznalt","aerometeorograph"
"hasznalta","aerometer"
"hasznaltak","aerometry"
"hasznaltam","aerometric"
"hasznalva","aeromotor"
"hasznat","aeron"
"hasznos","aeron."
"hasznosat","aeronat"
"hasznositani","aeronaut"
"hasznosnak","aeronautic"
"haszonszerzes","aeronautical"
"hat","aeronautically"
"hata","aeronautics"
"hatallyal","aeronautism"
"hatalmas","aeronauts"
"hatalmaztalak","aeronef"
"hatalyat","aeroneurosis"
"hatalyba","aeronomer"
"hatar","aeronomy"
"hatarallomas","aeronomic"
"hatarallomasokon","aeronomical"
"hatarallomason","aeronomics"
"hataratkelo","aeronomies"
"hataratkelohely","aeronomist"
"hataratkelonel","aero-otitis"
"hatarhelyzet","aeropathy"
"hatarhoz","aeropause"
"hataridejet","Aerope"
"hataridejuk","aeroperitoneum"
"hatarido","aeroperitonia"
"hataridoknek","aerophagy"
"hataridot","aerophagia"
"hatarmodositast","aerophagist"
"hatarok","aerophane"
"hatarokon","aerophilately"
"hataron","aerophilatelic"
"hatarorseg","aerophilatelist"
"hatarozat","aerophile"
"hatarozata","aerophilia"
"hatarozatat","aerophilic"
"mielott","aerophilous"
"hatarozathozatalokkal","aerophysical"
"hatarozathozatalra","aerophysicist"
"hatarozati","aerophysics"
"hatarozatkeptelenseg","aerophyte"
"hatarozatok","aerophobia"
"hatarozatot","aerophobic"
"hatarozhatjak","aerophone"
"hatarozo","aerophor"
"hatarozoi","aerophore"
"hatarozoszok","aerophoto"
"hatarozott","aerophotography"
"hatarozta","aerophotos"
"hatarozza","aeroplane"
"hatart","aeroplaner"
"hatas","aeroplanes"
"hatasa","aeroplanist"
"hatasai","aeroplankton"
"hatasairol","aeropleustic"
"hatasara","aeroporotomy"
"hatasarol","aeropulse"
"hatasat","aerosat"
"hatasat.gyanura","aerosats"
"hataskorebe","aeroscepsy"
"hataskoroket","aeroscepsis"
"hatastalan","aeroscope"
"hatekony","aeroscopy"
"hatekonyabb","aeroscopic"
"hatha","aeroscopically"
"hatizsakba","aerose"
"hatjegyue","aerosiderite"
"hatmilliard","aerosiderolite"
"hatnak","aerosinusitis"
"hatodva","Aerosol"
"hatoltak","aerosolization"
"hatosagok","aerosolize"
"hatosagoktol","aerosolized"
"hatra","aerosolizing"
"hatrafele","aerosols"
"hatralevo","aerospace"
"hatrany","aerosphere"
"hatszog","aerosporin"
"hatteret","aerostat"
"hatul","aerostatic"
"hatulrol","aerostatical"
"hatvan","aerostatics"
"hatvanas","aerostation"
"hatvani","aerostats"
"hatvanyai","aerosteam"
"hatvedeit","aerotactic"
"havas","aerotaxis"
"havasak","aerotechnical"
"havat","aerotechnics"
"havazas","aerotherapeutics"
"have","aerotherapy"
"havenben","aerothermodynamic"
"havi","aerothermodynamics"
"havinal","aerotonometer"
"havirok","aerotonometry"
"havonta","aerotonometric"
"haz","aerotow"
"haza","aerotropic"
"haza)fi","aerotropism"
"hazaarulasra","aeroview"
"hazad","aeruginous"
"hazaerkezett","aerugo"
"hazafele","aerugos"
