"Greek","English"
"ενζενί","actually"
"ενθάδε","actualness"
"ένθεος","actuals"
"ένθεση","actuary"
"ενθέτω","actuarial"
"ενθυμώ","actuarially"
"ενιαία","actuarian"
"ενικός","actuaries"
"ενίοτε","actuaryship"
"έννοια","actuate"
"ενορία","actuated"
"ενοχλώ","actuates"
"ένοχος","actuating"
"ενόψει","actuation"
"ένσημο","actuator"
"ένταξη","actuators"
"ένταση","actuator's"
"έντερο","actuose"
"εντολή","ACTUP"
"εντομή","acture"
"έντομο","acturience"
"έντυπο","actus"
"ενώτιο","actutate"
"εξαιρώ","act-wait"
"εξαίρω","ACU"
"εξάκις","acuaesthesia"
"εξάπτω","Acuan"
"έξαρμα","acuate"
"έξαρση","acuating"
"εξαρτώ","acuation"
"εξασκώ","Acubens"
"έξαφνα","acuchi"
"εξέδρα","acuclosure"
"εξέχων","acuductor"
"εξήντα","acuerdo"
"εξίσου","acuerdos"
"έξοδος","acuesthesia"
"εξορία","acuity"
"εξορμώ","acuities"
"εξοφλώ","aculea"
"έξοχος","aculeae"
"εξπρές","Aculeata"
"εξτρέμ","aculeate"
"εξυμνώ","aculeated"
"έξωθεν","aculei"
"εξώλης","aculeiform"
"έξωμος","aculeolate"
"έπαθλο","aculeolus"
"επαινώ","aculeus"
"επαιτώ","acumble"
"επαΐων","acumen"
"έπακρο","acumens"
"έπαλξη","acuminate"
"επάξια","acuminated"
"επαρκώ","acuminating"
"έπαρμα","acumination"
"έπαρση","acuminose"
"έπαυλη","acuminous"
"επειδή","acuminulate"
"έπειτα","acupress"
"επέστη","acupressure"
"επιδρώ","acupunctuate"
"επιζών","acupunctuation"
"επικός","acupuncturation"
"επιλύω","acupuncturator"
"επινοώ","acupuncture"
"έπιπλο","acupunctured"
"επίσης","acupunctures"
"εποικώ","acupuncturing"
"έπομαι","acupuncturist"
"επτάδα","acupuncturists"
"επωάζω","acurative"
"επώαση","Acus"
"επωδός","acusection"
"έρανος","acusector"
"έρεβος","acushla"
"ερέτης","Acushnet"
"έρευνα","acustom"
"ερευνώ","acutance"
"ερήμην","acutances"
"ερημιά","acutangular"
"ερημία","acutate"
"έρημος","acute"
"ερινύα","acute-angled"
"ερίφης","acutely"
"ερίφιο","acutenaculum"
"έρμαιο","acuteness"
"ερμάρι","acutenesses"
"ερμίνα","acuter"
"ερπετό","acutes"
"ερυθρά","acutest"
"έρωτας","acuti-"
"εσάρπα","acutiator"
"εσπέρα","acutifoliate"
"εσχάρα","Acutilinguae"
"έσωθεν","acutilingual"
"εταίρα","acutilobate"
"έτερος","acutiplantar"
"ευαγής","acutish"
"ευδοκώ","acuto-"
"ευεξία","acutograve"
"ευζωία","acutonodose"
"εύηχος","acutorsion"
"ευθεία","ACV"
"ευθυμώ","ACW"
"ευθύνη","ACWA"
"ευλογώ","Acworth"
"εύνοια","ACWP"
"εύρεση","acxoyatl"
"εύρημα","ad"
"ευρύνω","ad-"
"ευρώπη","ADA"
"εύσημο","Adabel"
"ευτυχώ","Adabelle"
"ευφυής","Adachi"
"ευφυΐα","adactyl"
"ευώδης","adactylia"
"ευωδιά","adactylism"
"ευωδία","adactylous"
"ευωχία","Adad"
"εφάπαξ","adage"
"εφεξής","adages"
"εφέτης","adagy"
"έφηβος","adagial"
"εφιστώ","adagietto"
"εφόδιο","adagiettos"
"έφοδος","adagio"
"εφορία","adagios"
"εφορμώ","adagissimo"
"έφορος","Adah"
"εφόσον","Adaha"
"εφτάρι","Adai"
"εχθρός","Aday"
"έχιδνα","A-day"
"εχίνος","Adaiha"
"έψιλον","Adair"
"ζαγάρι","Adairsville"
"ζαΐμης","Adairville"
"ζακέτα","adays"
"ζαλάδα","Adaize"
"ζαλίζω","Adal"
"ζαλίκα","Adala"
"ζαμάνι","Adalai"
"ζαμπόν","Adalard"
"ζάρωμα","adalat"
"ζαρώνω","Adalbert"
"ζαφορά","Adalheid"
"ζάχαρη","Adali"
"ζαχαρί","Adalia"
"ζάχαρο","Adaliah"
"ζέβρος","adalid"
"ζεματώ","Adalie"
"ζερβός","Adaline"
"ζέρσεϊ","Adall"
"ζεστός","Adallard"
"ζευγάς","Adam"
"ζεύγμα","Adama"
"ζεύγος","adamance"
"ζέψιμο","adamances"
"ζηλεύω","adamancy"
"ζήτημα","adamancies"
"ζήτηση","Adam-and-Eve"
"ζορίζω","adamant"
"ζουλάω","adamantean"
"ζουπάω","adamantine"
"ζοχάδα","adamantinoma"
"ζυγίζω","adamantly"
"ζύγιση","adamantlies"
"ζύγωμα","adamantness"
"ζυγώνω","adamantoblast"
"ζυγωτό","adamantoblastoma"
"ζυμάρι","adamantoid"
"ζύμωμα","adamantoma"
"ζυμώνω","adamants"
"ζύμωση","Adamas"
"ζωηρός","Adamastor"
"ζωικός","Adamawa"
"ζωνάρι","Adamawa-Eastern"
"ζωύφιο","adambulacral"
"ζωώδης","Adamec"
"ηβικός","Adamek"
"ηγερία","adamellite"
"ηγεσία","Adamello"
"ηγέτης","Adamhood"
"ηθικός","Adamic"
"ηλίαση","Adamical"
"ηλίθια","Adamically"
"ηλικία","Adamik"
"ήμερος","Adamina"
"ήμισυς","Adaminah"
"ημίφως","adamine"
"ηρεμία","Adamis"
"ήρεμος","Adamite"
"ηρωίδα","Adamitic"
"ηρωίνη","Adamitical"
"ησαΐας","Adamitism"
"ησυχία","Adamo"
"ήσυχος","Adamok"
"ηχηρός","Adams"
"θαλάμη","Adamsbasin"
"θάλπος","Adamsburg"
"θάμβος","Adamsen"
"θάμνος","Adamsia"
"θαμπός","adamsite"
"θάμπος","adamsites"
"θάρρος","Adamski"
"θάψιμο","Adam's-needle"
"θεατής","Adamson"
"θεατός","Adamstown"
"θέατρο","Adamsun"
"θειάφι","Adamsville"
"θεϊκός","Adan"
"θείωση","Adana"
"θέλημα","adance"
"θέληση","a-dance"
"θέμιδα","adangle"
"θεούσα","a-dangle"
"θερίζω","Adansonia"
"θερμός","Adao"
"θεσμός","Adapa"
"θεώμαι","adapid"
"θεωρία","Adapis"
"θεωρός","adapt"
"θηκάρι","adaptability"
"θηλάζω","adaptabilities"
"θήλωμα","adaptable"
"θήραμα","adaptableness"
"θηρεύω","adaptably"
"θητεία","adaptation"
"θητεύω","adaptational"
"θίασος","adaptationally"
"θνητός","adaptations"
"θόλωμα","adaptation's"
"θολώνω","adaptative"
"θόλωση","adapted"
"θορυβώ","adaptedness"
"θούριο","adapter"
"θρανίο","adapters"
"θράσος","adapting"
"θρασύς","adaption"
"θραύση","adaptional"
"θρέμμα","adaptionism"
"θρήνος","adaptions"
"θρίλερ","adaptitude"
"θροΐζω","adaptive"
"θρόνος","adaptively"
"θρύλος","adaptiveness"
"θρύμμα","adaptivity"
"θύελλα","adaptometer"
"θυμάρι","adaptor"
"θυμέλη","adaptorial"
"θύμηση","adaptors"
"θυμίζω","adapts"
"θυμώνω","Adar"
"θυρεός","Adara"
"θυρίδα","adarbitrium"
"θύρσος","adarme"
"θύρωμα","adarticulation"
"θωπεία","adat"
"θωπεύω","adati"
"ίαμβος","adaty"
"ίασπις","adatis"
"ιατρός","adatom"
"ιβουάρ","adaunt"
"ιγκλού","Adaurd"
"ιδεάζω","adaw"
"ιδίωμα","adawe"
"ίδρυμα","adawlut"
"ίδρυση","adawn"
"ιδρώνω","adaxial"
"ιερέας","adazzle"
"ιέρεια","ADB"
"ιθύνων","ADC"
"ικανός","ADCCP"
"ίκαρος","ADCI"
"ικεσία","adcon"
"ικέτης","adcons"
"ικμάδα","adcraft"
"ιλαρός","ADD"
"ιμάμης","add."
"ιμάτιο","Adda"
"ινώδης","addability"
"ιξώδης","addable"
"ιονίζω","add-add"
"ιόνιος","Addam"
"ίουλος","Addams"
"ιππέας","addax"
"ιππεύω","addaxes"
"ίσαλος","ADDCP"
"ισάξια","addda"
"ισθμός","addebted"
"ισιάδα","added"
"ισιάζω","addedly"
"ίσιωμα","addeem"
"ισιώνω","addend"
"ίσκιος","addenda"
"ισόβια","addends"
"ιστορώ","addendum"
"ισχνός","addendums"
"ισχύων","adder"
"ιταμός","adderbolt"
"καβάκι","adderfish"
"καβάλα","adders"
"καβάλο","adder's-grass"
"καβγάς","adder's-meat"
"καγιάκ","adder's-mouth"
"καδένα","adder's-mouths"
"κάδμιο","adderspit"
"καζάκα","adders-tongue"
"καζάνι","adder's-tongue"
"καζίνο","adderwort"
"καημός","Addi"
"καθετή","Addy"
"καθετί","Addia"
"καθίζω","addibility"
"καθότι","addible"
"κάιζερ","addice"
"καινός","addicent"
"καίρια","addict"
"καιρός","addicted"
"καϊσιά","addictedness"
"καίσιο","addicting"
"καίτοι","addiction"
"κακάδι","addictions"
"κακίζω","addiction's"
"κάκτος","addictive"
"κάκωση","addictively"
"καλάθι","addictiveness"
"καλάμι","addictives"
"καλάρω","addicts"
"καλέμι","Addie"
"κάλλος","Addiego"
"καλοζώ","Addiel"
"καλσόν","Addieville"
"κάλτσα","addiment"
"καλύβα","adding"
"καλύβη","Addington"
"καλύβι","addio"
"κάλυψη","Addis"
"κάλφας","Addison"
"καμάκι","Addisonian"
"καμάρα","Addisoniana"
"κάμαρα","Addyston"
"κάμαρη","addita"
"καμάρι","additament"
"καμβάς","additamentary"
"κάμερα","additiment"
"καμήλα","addition"
"καμηλό","additional"
"καμίνι","additionally"
"κάμπια","additionary"
"κάμπος","additionist"
"κάμποτ","additions"
"κάμπτω","addition's"
"κάμωμα","addititious"
"κανάλι","additive"
"κανάρι","additively"
"κανάτα","additives"
"κανάτι","additive's"
"κανέλα","additivity"
"κανόνι","additory"
"κάντιο","additum"
"κάντρο","additur"
"καούρα","addle"
"καπάκι","addlebrain"
"καπάρο","addlebrained"
"καπέλο","addled"
"καπίκι","addlehead"
"καπνιά","addleheaded"
"καπνός","addleheadedly"
"καπόνι","addleheadedness"
"καπότα","addlement"
"κάποτε","addleness"
"κάπρος","addlepate"
"καράβι","addlepated"
"καράτε","addlepatedness"
"καράτι","addleplot"
"καράφα","addles"
"κάργας","addling"
"κάργια","addlings"
"καρδιά","addlins"
"καρέτα","addn"
"καρίνα","addnl"
"καρότο","addoom"
"καρπός","addorsed"
"καρτέλ","addossed"
"κάρτερ","addr"
"καρύδα","address"
"καρύδι","addressability"
"κασέλα","addressable"
"κασέρι","addressed"
"κασέτα","addressee"
"κασίδα","addressees"
"κασκόλ","addressee's"
"κασμάς","addresser"
"κασόνι","addressers"
"κάστρο","addresses"
"κατάρα","addressful"
"κατέχω","addressing"
"κατηχώ","Addressograph"
"κατίνα","addressor"
"κατιόν","addrest"
"κατιτί","adds"
"κατιών","Addu"
"κατόπι","adduce"
"κατοχή","adduceable"
"κάτοψη","adduced"
"καύσος","adducent"
"καυτός","adducer"
"καύτρα","adducers"
"καφάσι","adduces"
"κάφρος","adducible"
"καψάλα","adducing"
"καψιμί","adduct"
"κάψιμο","adducted"
"καψόνι","adducting"
"καψώνω","adduction"
"κέδρος","adductive"
"κείμαι","adductor"
"κείνος","adductors"
"κελάρι","adducts"
"κεμέρι","addulce"
"κεμπάπ","ade"
"κεντάω","adead"
"κεντρί","a-dead"
"κέντρο","Adebayo"
"κενώνω","Adee"
"κένωση","adeem"
"κεραία","adeemed"
"κεράσι","adeeming"
"κέρατο","adeems"
"κέρδος","adeep"
"κερώνω","a-deep"
"κεσάτι","Adey"
"κέτσαπ","Adel"
"κετσές","Adela"
"κεφαλή","Adelaida"
"κεφάλι","Adelaide"
"κεφτές","Adelaja"
"κηδεία","adelantado"
"κηδεύω","adelantados"
"κηλίδα","adelante"
"κήρυξη","Adelanto"
"κιθάρα","Adelarthra"
"κιλίμι","Adelarthrosomata"
"κιλότα","adelarthrosomatous"
"κιμονό","adelaster"
"κίνημα","Adelbert"
"κίνηση","Adele"
"κινίνο","Adelea"
"κιόλας","Adeleidae"
"κίονας","Adelges"
"κιόσκι","Adelheid"
"κιοτής","Adelia"
"κιούπι","Adelice"
"κιουρί","Adelina"
"κιρσός","Adelind"
"κισμέτ","Adeline"
"κισσός","adeling"
"κιτάπι","adelite"
"κιτριά","Adeliza"
"κλαγγή","Adell"
"κλάδος","Adella"
"κλανιά","Adelle"
"κλάξον","adelocerous"
"κλασέρ","Adelochorda"
"κλάσμα","adelocodonic"
"κλείδα","adelomorphic"
"κλειδί","adelomorphous"
"κλείνω","adelopod"
"κλεψιά","Adelops"
"κλήρος","Adelphe"
"κλητός","Adelphi"
"κλιτός","adelphia"
"κλίτος","Adelphian"
"κλοιός","adelphic"
"κλόουν","Adelpho"
"κλούβα","adelphogamy"
"κλουβί","Adelphoi"
"κλύσμα","adelpholite"
"κλωβός","adelphophagy"
"κλωνιά","adelphous"
"κλώνος","Adelric"
"κλωστή","ademonist"
"κνούτο","adempt"
"κόασμα","adempted"
"κοιλιά","ademption"
"κοιλία","Aden"
"κοίλος","aden-"
"κοινός","Adena"
"κόκαλο","adenalgy"
"κοκκίο","adenalgia"
"κόκκος","Adenanthera"
"κοκόνα","adenase"
"κοκόρι","adenasthenia"
"κοκότα","Adenauer"
"κολάζω","adendric"
"κολάρο","adendritic"
"κόλαση","adenectomy"
"κολεός","adenectomies"
"κολιός","adenectopia"
"κολλάω","adenectopic"
"κολόνα","adenemphractic"
"κόλπος","adenemphraxis"
"κολχόζ","adenia"
"κομβίο","adeniform"
"κόμβος","adenyl"
"κομίζω","adenylic"
"κόμικς","adenylpyrophosphate"
"κομμός","adenyls"
"κομπέρ","adenin"
"κομπλέ","adenine"
"κόμπος","adenines"
"κόμπρα","adenitis"
"κομφόρ","adenitises"
"κομψός","adenization"
"κονάκι","adeno-"
"κονεύω","adenoacanthoma"
"κονιάκ","adenoblast"
"κόνιδα","adenocancroid"
"κοντέρ","adenocarcinoma"
"κόντες","adenocarcinomas"
"κοντός","adenocarcinomata"
"κόντρα","adenocarcinomatous"
"κοπάδι","adenocele"
"κοπάζω","adenocellulitis"
"κοπάνα","adenochondroma"
"κοπέλα","adenochondrosarcoma"
"κοπέλι","adenochrome"
"κοπίδι","adenocyst"
"κοπριά","adenocystoma"
"κόπρος","adenocystomatous"
"κόπτης","adenodermia"
"κόπωση","adenodiastasis"
"κοράκι","adenodynia"
"κοράνι","adenofibroma"
"κοράσι","adenofibrosis"
"κοριός","adenogenesis"
"κορμός","adenogenous"
"κόρνερ","adenographer"
"κορόνα","adenography"
"κορσάζ","adenographic"
"κορσές","adenographical"
"κόρυζα","adenohypersthenia"
"κορυφή","adenohypophyseal"
"κόρφος","adenohypophysial"
"κόρωμα","adenohypophysis"
"κορώνω","adenoid"
"κόσμια","adenoidal"
"κόσμος","adenoidectomy"
"κόστος","adenoidectomies"
"κότερο","adenoidism"
"κοτζάμ","adenoiditis"
"κότσος","adenoids"
"κοτύλη","adenolymphocele"
"κουβάς","adenolymphoma"
"κουβέρ","adenoliomyofibroma"
"κούκλα","adenolipoma"
"κουκλί","adenolipomatosis"
"κούκος","adenologaditis"
"κουλός","adenology"
"κουμπί","adenological"
"κουνάω","adenoma"
"κούνια","adenomalacia"
"κουπιά","adenomas"
"κούρος","adenomata"
"κούρσα","adenomatome"
"κουτός","adenomatous"
"κούτρα","adenomeningeal"
"κουφός","adenometritis"
"κοφίνι","adenomycosis"
"κόφτης","adenomyofibroma"
"κοφτός","adenomyoma"
"κοχύλι","adenomyxoma"
