"Thai","English"
"ผ้าพันคอขนนก","alchemical"
"กระหายสงคราม","alchemically"
"เนื้อปลาหมึก","alchemies"
"ลูกอมรสมินท์","Alchemilla"
"การขายลดราคา","alchemise"
"ส่วนผสมอาหาร","alchemised"
"แฮนด์จักรยาน","alchemising"
"หาญบูรณะพงศ์","alchemist"
"ผ้าที่ซักได้","alchemister"
"ลักษณะมันเงา","alchemistic"
"ผ้าคอร์ดูรอย","alchemistical"
"ไม้เอล์มวู้ด","alchemistry"
"อินทรประพงศ์","alchemists"
"เกิดพร้อมกัน","alchemize"
"การฆ่าให้ตาย","alchemized"
"การเฉลิมฉลอง","alchemizing"
"ยิ้มประเสริฐ","alchera"
"การร้องทุกข์","alcheringa"
"ศัพทมูลวิทยา","alchim-"
"กลุ่มดาวกรกฎ","alchym-"
"ถือโชคถือลาง","alchimy"
"การงอกของฟัน","alchymy"
"ถอยกลับไปสู่","alchymies"
"หัวหน้าศูนย์","alchitran"
"การใช้เหตุผล","alchochoden"
"ผู้ทำความผิด","Alchornea"
"อุปกรณ์ตกปลา","Alchuine"
"เรื่อยเฉื่อย","Alcibiadean"
"อุทุมพรพิสัย","Alcibiades"
"เพิ่มความสูง","Alcicornium"
"หน้าต่างเรือ","alcid"
"แชมเปี้ยนชิป","Alcidae"
"ความเสื่อมยศ","Alcide"
"ตำแหน่งบิชอป","Alcides"
"อิดหนาระอาใจ","Alcidice"
"บรรจุตำแหน่ง","alcidine"
"กระบอกไม้ไผ่","alcids"
"เสียงบาริโทน","Alcimede"
"สัญญาณนาฬิกา","Alcimedes"
"ไม้มะฮอกกานี","Alcimedon"
"อาหารโต๊ะจีน","Alcina"
"การหยุดชะงัก","Alcine"
"นิสีทนสันถัต","Alcinia"
"กำหนดมาตรฐาน","Alcinous"
"การหาข้ออ้าง","alcyon"
"ก่อตั้งสหภาพ","Alcyonacea"
"หล่องทองหลาง","alcyonacean"
"ด้วยวิธีนั้น","Alcyonaria"
"กีฬาล่าสัตว์","alcyonarian"
"ความเป็นดารา","Alcyone"
"ต้นหัวผักกาด","Alcyones"
"เจ้าสังเวียน","Alcyoneus"
"อย่างแน่วแน่","Alcyoniaceae"
"ตามแบบทั่วไป","alcyonic"
"สถานะของแข็ง","alcyoniform"
"สันพร้านางแอ","Alcyonium"
"จันทร์แสงศรี","alcyonoid"
"เขียนอ้างอิง","Alcippe"
"โปรแทรกเตอร์","Alcis"
"ทารุณโหดร้าย","Alcithoe"
"คาบเกี่ยวกัน","alclad"
"วิทยาการผลิต","Alcmaeon"
"ผลไม้แช่อิ่ม","Alcman"
"กล่องใส่เงิน","Alcmaon"
"ซึ่งตุ๋ยเด็ก","Alcmena"
"เมืองมอนทรีล","Alcmene"
"ดำรงค์ศักดิ์","Alco"
"เครื่องสำอาง","Alcoa"
"ประสานเนรมิต","alcoate"
"ผู้เสิร์ฟลูก","Alcock"
"บูรณสถิตวงศ์","alcogel"
"สุราษฎร์ธานี","alcogene"
"ความเอาแต่ใจ","alcohate"
"พายเรือคายัค","alcohol"
"เจริญเกียรติ","alcoholate"
"อาฆาตมาดร้าย","alcoholature"
"ทำความเข้าใจ","alcoholdom"
"เป็นตัวสำรอง","alcoholemia"
"ในกรณีจำเป็น","alcoholic"
"มลรัฐมิสซูรี","alcoholically"
"โต๊ะหมู่บูชา","alcoholicity"
"พระแม่มาเรีย","alcoholics"
"ปุ่มคลิตอริส","alcoholic's"
"เอาการเอางาน","alcoholimeter"
"ปิยะพุทธิชัย","alcoholisation"
"ตีให้ลูกหมุน","alcoholise"
"กระถางดอกไม้","alcoholised"
"บุหรี่พระราม","alcoholising"
"ภัทรเกษวิทย์","alcoholysis"
"ประวัติชีวิต","alcoholism"
"ไร่เลื่อนลอย","alcoholisms"
"น้ำลายไหลยืด","alcoholist"
"สีคาร์เนชั่น","alcoholytic"
"กระทิกกระทวย","alcoholizable"
"ครั้งกระโน้น","alcoholization"
"อานาปานัสสติ","alcoholize"
"เช็คขีดคร่อม","alcoholized"
"ร้านเบเกอรี่","alcoholizing"
"ล้างน้ำเปล่า","alcoholmeter"
"ฮอพานิชวัฒน์","alcoholmetric"
"กำลังช้างสาร","alcoholomania"
"สารเปลี่ยนสี","alcoholometer"
"มาตรความเร่ง","alcoholometry"
"ลูกม้าเพศผู้","alcoholometric"
"พยัญชนะประสม","alcoholometrical"
"หญ้าน้ำดับไฟ","alcoholophilia"
"การทารุณกรรม","alcohols"
"ขนมครูลเลอร์","alcohol's"
"ผู้ดำเนินการ","alcoholuria"
"วิชาเทววิทยา","Alcolu"
"อย่างตระหนี่","Alcon"
"โอเปร่าเฮาส์","alconde"
"มีผลย้อนหลัง","alco-ometer"
"ชาวพื้นเมือง","alco-ometry"
"ที่มีำำตำหนิ","alco-ometric"
"เดือนกรกฏาคม","alco-ometrical"
"ขนส่งทางเรือ","alcoothionic"
"เกี่ยวพันกัน","Alcor"
"ตั้งศิริวงศ์","Alcoran"
"คาร์โบรันดัม","Alcoranic"
"ศีลธรรมจรรยา","Alcoranist"
"ชาวสกอตแลนด์","alcornoco"
"พระนามาภิไธย","alcornoque"
"ฉัตรยิ่งมงคล","alcosol"
"ที่เท่าภูเขา","Alcot"
"อิ่มหมีพีมัน","Alcotate"
"แคลิฟอร์เนีย","Alcott"
"เล่นผิดกติกา","Alcova"
"อย่างร่วมกัน","alcove"
"ห้องครัวเล็ก","alcoved"
"อย่างปานกลาง","alcoves"
"อย่างน่ากลัว","alcove's"
"พบโดยบังเอิญ","alcovinometer"
"เอี้ยมเฟี้ยม","Alcuin"
"เบี้ยหมากรุก","Alcuinian"
"ผดุงสิทธิกุล","alcumy"
"วงศ์คำจันทร์","Alcus"
"สื่อโทรทัศน์","Ald"
"บุริยเมธากุล","Ald."
"หมุนแท่นปั้น","Alda"
"เสื้อผู้หญิง","Aldabra"
"ไวน์สีกุหลาบ","alday"
"สุริยเคราะห์","aldamin"
"สุวรรณภิงคาร","aldamine"
"ช่วงหวานชื่น","Aldan"
"งานใช้แรงกาย","aldane"
"ไม่ได้ตั้งใจ","Aldarcy"
"แร่ฟลูออไรต์","Aldarcie"
"กฎมนเทียรบาล","Aldas"
"พระธรรมเทศนา","aldazin"
"กระแหม่วท้อง","aldazine"
"เดกซาเมทาโซน","aldea"
"ลำดับความคิด","aldeament"
"รำลึกถึงอดีต","Aldebaran"
"คลังสรรพาวุธ","aldebaranium"
"ส่วนท้องถิ่น","Alded"
"ส่วนที่ตัดมา","aldehydase"
"ทำเสียงดูถูก","aldehyde"
"ลูกบอลชายหาด","aldehydes"
"ออกนอกเรื่อง","aldehydic"
"ฮะเรียโซ่สมอ","aldehydine"
"ประเสริฐสงค์","aldehydrol"
"ช่วยสนับสนุน","aldehol"
"อัญมณีประดับ","aldeia"
"ความรังเกียจ","Alden"
"สัตว์สองเท้า","Aldenville"
"วิงวอนขอร้อง","Alder"
"โรคหืดหลอดลม","alder-"
"กระจัดกระจาย","Alderamin"
"ศาลาธรรมสพน์","Aldercy"
"องศาเซลเซียส","alderfly"
"เลี้ยงรับรอง","alderflies"
"ลำมะเขือขื่น","alder-leaved"
"อาทิตย์ตกดิน","alderliefest"
"ให้ภาพลักษณ์","alderling"
"กำปั้นทุบดิน","Alderman"
"สีน้ำตาลอ่อน","aldermanate"
"กระแนะกระแหน","aldermancy"
"เลียบทะเลสาบ","aldermaness"
"กระยึกกระยัก","aldermanic"
"ปัจจันตโฆษิต","aldermanical"
