"Turkish","English"
"bohriyum","ahoys"
"bok","Ahola"
"boklama","Aholah"
"boklamak","ahold"
"boklanma","a-hold"
"boklanmak","aholds"
"boklaşma","Aholla"
"boklaşmak","aholt"
"boklu","Ahom"
"bokluk","ahong"
"boks","a-horizon"
"boksit","ahorse"
"boksör","ahorseback"
"boksörlük","a-horseback"
"boktan","Ahoskie"
"boku","Ahoufe"
"bokuk","Ahouh"
"bokunda","Ahousaht"
"bokunu","AHQ"
"bokuyla","Ahrendahronon"
"bol","Ahrendt"
"bolaki","Ahrens"
"bolalma","Ahriman"
"bolalmak","Ahrimanian"
"bolarma","Ahron"
"bolarmak","ahs"
"bolbol","AHSA"
"bolca","Ahsahka"
"bolcal","ahsan"
"bolçak","Aht"
"bolduçağ","Ahtena"
"bolero","ahu"
"bolgan","ahuaca"
"bolgu","ahuatle"
"boliçe","ahuehuete"
"bolivya","ahull"
"bolivyalı","ahum"
"bollanma","ahungered"
"bollanmak","ahungry"
"bollaşma","ahunt"
"bollaşmak","a-hunt"
"bollaştırma","ahura"
"bollaştırmak","Ahura-mazda"
"bollatma","ahurewa"
"bollatmak","ahush"
"bolluk","ahuula"
"bolometre","Ahuzzath"
"bolşevik","Ahvaz"
"bolşeviklik","Ahvenanmaa"
"bolşevizm","Ahwahnee"
"bom","ahwal"
"bomba","Ahwaz"
"bombacı","AI"
"bombacılık","AY"
"bombalama","ay-"
"bombalamak","AIA"
"bombalanma","AIAA"
"bombalanmak","ayacahuite"
"bombalatma","Ayacucho"
"bombalatmak","ayah"
"bombardıman","ayahausca"
"bombardon","ayahs"
"bombe","ayahuasca"
"bombeli","Ayahuca"
"bombesiz","Ayala"
"bombok","ayapana"
"bomboş","Aias"
"bomboz","ayatollah"
"bonbon","ayatollahs"
"bonboncu","Aiawong"
"bonbonculuk","aiblins"
"boncuk","Aibonito"
"boncukçu","AIC"
"boncukçuluk","AICC"
"boncuklanış","aichmophobia"
"boncuklanma","Aycliffe"
"boncuklanmak","AID"
"boncuklaşma","Aida"
"boncuklaşmak","aidable"
"boncuklu","Aidan"
"boncukluk","aidance"
"boncuksuz","aidant"
"bone","AIDDE"
"bonfile","aid-de-camp"
"bonfilelik","aide"
"bonjur","aided"
"bonkör","aide-de-camp"
"bonkörlük","aide-de-campship"
"bonmarşe","Aydelotte"
"bono","aide-memoire"
"bon","aide-mmoire"
"bonservis","Aiden"
"bonti","Ayden"
"bonus","Aydendron"
"booklet","Aidenn"
"bop","aider"
"bopluk","aiders"
"bopstil","Aides"
"bor","aides-de-camp"
"bora","aidful"
"boradan","Aidin"
"borak","Aydin"
"boraks","aiding"
"boralı","Aidit"
"boran","aidless"
"borani","Aydlett"
"borasit","aidman"
"borat","aidmanmen"
"borazan","aidmen"
"borazancı","Aidoneus"
"borazancıbaşı","Aidos"
"borazancılık","AIDS"
"borca","aids-de-camp"
"borcu","aye"
"borcunu","Aiea"
"borç","aye-aye"
"borçlandırılma","a-year"
"borçlandırılmak","aye-ceaseless"
"borçlandırma","aye-during"
"borçlandırmak","aye-dwelling"
"borçlanılma","AIEEE"
"borçlanılmak","ayegreen"
"borçlanma","aiel"
"borçlanmak","aye-lasting"
"borçlar","aye-living"
"borçlu","Aiello"
"borçluluk","ayelp"
"borçsuz","a-yelp"
"borçsuzluk","ayen"
"borçtan","ayenbite"
"borda","ayens"
"bordak","ayenst"
"bordalama","Ayer"
"bordalamak","ayer-ayer"
"bordo","aye-remaining"
"bordomsu","aye-renewed"
"bordomtırak","aye-restless"
"bordro","aiery"
"bordu","aye-rolling"
"bordür","Ayers"
"borik","aye-running"
"borikli","ayes"
"borina","Ayesha"
"borka","aye-sought"
"borla","aye-troubled"
"bornova","aye-turning"
"bornoz","aye-varied"
"borsa","aye-welcome"
"borsacı","AIF"
"borsacılık","aiger"
"borş","aigialosaur"
"boru","Aigialosauridae"
"borucu","Aigialosaurus"
"borucuk","aiglet"
"boruk","aiglets"
"borulu","aiglette"
"borumsu","Aigneis"
"borusunu","aigre"
"borusu","aigre-doux"
"bos","ay-green"
"bosbolamadık","aigremore"
"boslu","aigret"
"bosna","aigrets"
"bosnasaray","aigrette"
"bostan","aigrettes"
"bostancı","aiguelle"
"bostancılık","aiguellette"
"bostanlık","aigue-marine"
"bostanotu","aiguiere"
"bosum","aiguille"
"boş","aiguilles"
"boşa","aiguillesque"
"boşalım","aiguillette"
"boşalma","aiguilletted"
"boşalmak","AIH"
"boşaltaç","AYH"
"boşaltı","ayield"
"boşaltıcı","ayin"
"boşaltılma","Ayina"
"boşaltılmak","ayins"
"boşaltım","Ayyubid"
"boşaltma","aik"
"boşaltmak","aikane"
"boşama","Aiken"
"boşamak","aikido"
"boşandırma","aikidos"
"boşandırmak","aikinite"
"boşanma","aikona"
"boşanmak","aikuchi"
"boşanmasınısağlamak","ail"
"boşatma","Aila"
"boşatmak","ailantery"
"boşattırma","ailanthic"
"boşattırmak","Ailanthus"
"boşay","ailanthuses"
"boşbırakmak","ailantine"
"boşboğaz","ailanto"
"boşboğazlık","Ailbert"
"boşboşbakmak","Aile"
"boşçıkmak","ailed"
"boşdurmak","Ailee"
"boşgeçirmek","Aileen"
"boşgur","Ailey"
"boşgut","Ailene"
"boşkalmak","aileron"
"boşlama","ailerons"
"boşlamak","Aylesbury"
"boşluk","ayless"
"boşluklu","aylet"
"boşnak","Aylett"
"boşnakça","ailette"
"boşnaklık","Aili"
"boşoturmak","Ailie"
"boşta","Ailin"
"boşu","Ailyn"
"boşuna","Ailina"
"boşvermek","ailing"
"boşyere","Ailis"
"bot","Ailleret"
"botanik","aillt"
"botanikçi","ayllu"
"botanist","Aylmar"
"botsvana","ailment"
"bovling","ailments"
"boy","ailment's"
"boya","Aylmer"
"boyacı","ails"
"boyacılık","Ailsa"
"boyacılıkla","ailsyte"
"boyacılıkta","Ailssa"
"boyahane","Ailsun"
"boyalama","Aylsworth"
"boyalamak","Ailuridae"
"boyalanma","ailuro"
"boyalanmak","ailuroid"
"boyalı","Ailuroidea"
"boyam","ailuromania"
"boyama","ailurophile"
"boyamak","ailurophilia"
"boyana","ailurophilic"
"boyanma","ailurophobe"
"boyanmak","ailurophobia"
"boyanması","ailurophobic"
"boyar","Ailuropoda"
"boyasıatmak","Ailuropus"
"boyası","Ailurus"
"boyasısolmak","Aylward"
"boyasız","ailweed"
"boyasızlık","AIM"
"boyatılma","Aym"
"boyatılmak","aimable"
"boyatma","Aimak"
"boyatmak","aimara"
"boyayan","Aymara"
"boyayıcı","Aymaran"
"boyca","Aymaras"
"boyda","AIME"
"boydak","Ayme"
"boydan","aimed"
"boydaş","Aimee"
"boydaşlık","aimer"
"boyhane","Aymer"
"boykot","aimers"
"boykotaj","aimful"
"boykotçu","aimfully"
"boykotçuluk","Aimil"
"boylam","aiming"
"boylama","aimless"
"boylamak","aimlessly"
"boylamasına","aimlessness"
"boylanış","aimlessnesses"
"boylanma","Aimo"
"boylanmak","Aimore"
"boyler","Aymoro"
"boylu","AIMS"
"boyluca","Aimwell"
"boyluğ","aimworthiness"
"boyna","Ain"
"boynu","Ayn"
"boynuna","ainaleh"
"boynunda","Aynat"
"boynunu","AInd"
"boynuz","Aindrea"
"boynuzlama","aine"
"boynuzlamak","ayne"
"boynuzlanma","ainee"
"boynuzlanmak","ainhum"
"boynuzlaşma","ainoi"
"boynuzlaşmak","Aynor"
"boynuzlatma","ains"
"boynuzlatmak","ainsell"
"boynuzlu","ainsells"
"boynuzluteke","Ainslee"
"boynuzsu","Ainsley"
"boynuzsuz","Ainslie"
"boynuzumsu","Ainsworth"
"boyoz","aint"
"boysan","ain't"
"boysuz","Aintab"
"boyu","Ayntab"
"boyun","Ainu"
"boyuna","Ainus"
"boyunbağı","Ayo"
"boyunca","AIOD"
"boyunduruğa","aioli"
"boyunduruk","aiolis"
"boyundurukluk","aion"
"boyunlandırmak","ayond"
"boyunlu","aionial"
"boyunluk","ayont"
"boyunun","ayous"
"boyut","AIPS"
"boyutlandırma","AIR"
"boyutlu","Ayr"
"boyutsuz","Aira"
"boz","airable"
"boza","airampo"
"bozacı","airan"
"bozacılık","airbag"
"bozahane","airbags"
"bozan","air-balloon"
"bozarak","airbill"
"bozarık","airbills"
"bozarma","air-bind"
"bozarmak","air-blasted"
"bozayı","air-blown"
"bozbakkal","airboat"
"bozca","airboats"
"bozcak","airborn"
"bozçin","air-born"
"bozdoğan","airborne"
"bozdur","air-borne"
"bozdurma","airbound"
"bozdurmak","air-bound"
"bozdurtma","airbrained"
"bozdurtmak","air-braked"
"bozdurulma","airbrasive"
"bozdurulmak","air-braving"
"bozgeven","air-breathe"
"bozgun","air-breathed"
"bozguna","air-breather"
"bozguncu","air-breathing"
"bozgunculuk","air-bred"
"bozgunluk","airbrick"
"bozgunsuz","airbrush"
"bozkır","airbrushed"
"bozkırlaşma","airbrushes"
"bozkırlaşmak","airbrushing"
"bozkurt","air-built"
"bozlak","airburst"
"bozlama","airbursts"
"bozlamak","airbus"
"bozma","airbuses"
"bozmacı","airbusses"
"bozmak","air-chambered"
"bozördek","aircheck"
"bozrak","airchecks"
"bozuk","air-cheeked"
"bozukça","air-clear"
"bozukluk","aircoach"
"bozulabilen","aircoaches"
"bozulgu","aircondition"
"bozulma","air-condition"
"bozulmadan","airconditioned"
"bozulmak","air-conditioned"
"bozulmaması","airconditioning"
"bozulmamış","air-conditioning"
"bozulmamışlık","airconditions"
"bozulmasına","air-conscious"
"bozulmaya","air-conveying"
"bozulmuş","air-cool"
"bozuluş","air-cooled"
"bozum","air-core"
"bozumca","aircraft"
"bozunma","aircraftman"
"bozuntu","aircraftmen"
"bozuntuya","aircrafts"
"bozuşma","aircraftsman"
"bozuşmak","aircraftsmen"
"bozuşuk","aircraftswoman"
"bozuşukluk","aircraftswomen"
"bozyeşil","aircraftwoman"
"bozyürük","aircrew"
"böbrek","aircrewman"
"böbreksi","aircrewmen"
"böbülük","aircrews"
"böbür","air-cure"
"böbürlenen","air-cured"
"böbürlenerek","airdate"
"böbürlenme","airdates"
"böbürlenmek","air-defiling"
"böbürtü","airdock"
"böce","air-drawn"
"böcek","air-dry"
"böcekbaşı","Airdrie"
"böcekçil","air-dried"
"böcekçiller","air-drying"
"böcekhane","air-driven"
"böcekkabuğu","airdrome"
"böcekkapan","airdromes"
"böceklenme","airdrop"
"böceklenmek","airdropped"
"böceklenmiş","airdropping"
"böcekler","airdrops"
"böceklerde","Aire"
"böcekleri","ayre"
"böcekli","aired"
"böceklik","Airedale"
"böceksavar","airedales"
"böceksiz","Airel"
"böcelenme","air-embraced"
"böcelenmek","airer"
"böcü","airers"
"böcül","Aires"
"bödge","Ayres"
"bög","airest"
"bögür","air-express"
"böğ","airfare"
"böğdün","airfares"
"böğet","air-faring"
"böğsü","airfield"
"böğür","airfields"
"böğüre","airfield's"
"böğürme","air-filled"
"böğürmek","air-floated"
"böğürmüş","airflow"
"böğürtlen","airflows"
"böğürtlenlik","airfoil"
"böğürtme","airfoils"
"böğürtmek","air-formed"
"böğürtü","airframe"
"böğürüş","airframes"
"böğüş","airfreight"
"böke","airfreighter"
"bökelik","airglow"
"böken","airglows"
"bökevul","airgraph"
"bökli","airgraphics"
"böksik","air-hardening"
"böldürme","airhead"
"böldürmek","airheads"
"böle","air-heating"
"bölecik","Airy"
"böleç","airier"
"bölek","airiest"
"bölekleşmek","airy-fairy"
"bölen","airiferous"
"bölge","airify"
"bölgeci","airified"
"bölgecilik","airily"
"bölgesel","airiness"
"bölme","airinesses"
"bölmece","airing"
"bölmecik","airings"
"bölmeç","air-insulated"
"bölmek","air-intake"
"bölmeleri","airish"
"bölmeli","Airla"
"bölü","air-lance"
"bölücü","air-lanced"
"bölücülük","air-lancing"
"bölük","Airlee"
"bölükbaşı","airle-penny"
"bölüm","airless"
"bölümce","airlessly"
"bölümleme","airlessness"
"bölümlemek","Airlia"
"bölümlendirme","Airliah"
"bölümlendirmek","Airlie"
"bölümleniş","airlift"
"bölümlenme","airlifted"
"bölümlenmek","airlifting"
"bölümler","airlifts"
"bölümsel","airlift's"
"bölün","airlight"
"bölünç","airlike"
"bölünebilen","airline"
"bölünebilme","air-line"
"bölünen","airliner"
"bölüngü","airliners"
"bölünme","airlines"
"bölünmek","airling"
"bölünmez","airlock"
"bölünmezlik","airlocks"
"bölünmüş","airlock's"
"bölüntü","air-logged"
"bölüntüler","airmail"
"bölünüş","air-mail"
"bölüş","airmailed"
"bölüşme","airmailing"
"bölüşmek","airmails"
"bölüştürme","airman"
"bölüştürmek","airmanship"
"bölüşüm","airmark"
"bölüt","airmarker"
"bölütlenme","airmass"
"bölütlere","airmen"
"bölütlü","air-minded"
"bön","air-mindedness"
"bönce","airmobile"
"bönger","airmonger"
"bönleşme","airn"
"bönleşmek","airns"
"bönlük","airohydrogen"
"börçe","airometer"
"börçek","airpark"
"börek","airparks"
"börekçi","air-pervious"
"börekçilik","airphobia"
"böreklik","airplay"
"böri","airplays"
"börk","airplane"
"börkenek","airplaned"
"börklüce","airplaner"
"börte","airplanes"
"börtme","airplane's"
"börtmek","airplaning"
"börttürme","airplanist"
"börttürmek","airplot"
"börtü","airport"
"börtük","airports"
"börtülme","airport's"
"börtülmek","airpost"
"börü","airposts"
"börülce","airproof"
"bösme","airproofed"
"bösmek","airproofing"
"böyle","airproofs"
"böylece","air-raid"
"böylecene","airs"
"böylelikle","airscape"
"böylemesine","airscapes"
"böylesi","airscrew"
"böylesine","airscrews"
"brahma","air-season"
"brahman","air-seasoned"
"brahmanizm","airshed"
"brahmanlık","airsheds"
"braket","airsheet"
"brakisefal","air-shy"
"branda","airship"
"branş","airships"
"bravo","airship's"
"bre","Ayrshire"
"brehmen","airsick"
"breş","airsickness"
"brezil","air-slake"
"brıçka","air-slaked"
"briç","air-slaking"
"brifing","airsome"
"brik","airspace"
"briket","airspaces"
"briketçi","airspeed"
"briketçilik","airspeeds"
"briketleme","air-spray"
"briketlemek","air-sprayed"
"britanya","air-spun"
"briyantin","air-stirring"
"briyantinli","airstream"
"briz","airstrip"
"brizbiz","airstrips"
"brode","airstrip's"
"brokar","air-swallowing"
"brokkoli","airt"
"brokoli","airted"
"brom","airth"
"bromhidrik","airthed"
"bromür","airthing"
"bromürlü","air-threatening"
"bronş","airths"
"bronşçuk","airtight"
"bronşit","airtightly"
"bronz","airtightness"
"bronzlaşma","airtime"
"bronzlaşmak","airtimes"
"broş","airting"
"broşür","air-to-air"
"brovning","air-to-ground"
"bröve","air-to-surface"
"brüksel","air-trampling"
"brülör","airts"
"brüt","air-twisted"
"bsah","air-vessel"
"bu","airview"
"buat","Airville"
"bubi","airway"
"bubik","airwaybill"
"bucak","airwayman"
"buçan","airways"
"buçang","airway's"
"buçuk","airward"
"buçuklu","airwards"
"budacık","airwash"
"budak","airwave"
"budaklanma","airwaves"
"budaklanmak","airwise"
"budaklı","air-wise"
"budala","air-wiseness"
"budalaca","airwoman"
"budalacasına","airwomen"
"budalalaşma","airworthy"
"budalalaşmak","airworthier"
"budalalık","airworthiest"
"budama","airworthiness"
"budamacı","AIS"
"budamak","ays"
"budan","aischrolatreia"
"budanış","aiseweed"
"budanma","Aisha"
"budanmak","AISI"
"budatma","aisle"
"budatmak","aisled"
"buday","aisleless"
"budayan","aisles"
"buddh","aisling"
"buddhist","Aisne"
"buddhizm","Aisne-Marne"
"budist","Aissaoua"
"budraç","Aissor"
"budulgan","aisteoir"
"budun","aistopod"
"budunbetimci","Aistopoda"
"budunbilim","Aistopodes"
"buduncu","ait"
"budunçi","aitch"
"budunçiyir","aitchbone"
"budunsal","aitch-bone"
"buga","aitches"
"bugan","aitchless"
"bugay","aitchpiece"
"bugu","aitesis"
"bugur","aith"
"bugün","Aythya"
"bugünden","aithochroi"
"bugüne","aitiology"
"bugünkü","aition"
"bugünlerde","aitiotropic"
"bugünlük","aitis"
"buğday","Aitken"
"buğdaycıl","Aitkenite"
"buğdaysı","Aitkin"
"buğra","aits"
"buğu","Aitutakian"
"buğuçan","ayu"
"buğulama","Ayubite"
"buğulamak","ayudante"
"buğulandırma","Ayudhya"
"buğulandırmak","ayuyu"
"buğulanış","ayuntamiento"
"buğulanma","ayuntamientos"
"buğulanmak","Ayurveda"
"buğulanmış","ayurvedas"
"buğulaşma","Ayurvedic"
"buğulaşmak","Ayuthea"
"buğulaştırıcı","Ayuthia"
"buğul","Ayutthaya"
"buğulu","aiver"
"buğur","aivers"
"buğusu","aivr"
"buğz","aiwain"
"buhar","aiwan"
"buharlaşma","aywhere"
"buharlaşmak","AIX"
"buharlaşmasına","Aix-en-Provence"
"buharlaştırıcı","Aix-la-Chapelle"
"buharlaştırma","Aix-les-Bains"
"buharlaştırmak","aizle"
"buharlayıcı","Aizoaceae"
"buharlı","aizoaceous"
"buhran","Aizoon"
"buhrana","AJ"
"buhranlı","AJA"
"buhur","Ajaccio"
"buhurdan","Ajay"
"buhurdanlık","Ajaja"
"buhurluk","ajangle"
"buhurumeryem","Ajani"
"buji","Ajanta"
"buka","ajar"
"bukağı","ajari"
"bukağılama","Ajatasatru"
"bukağılamak","ajava"
"bukağılı","Ajax"
"bukağılık","AJC"
"bukalemun","ajee"
"bukan","ajenjo"
"bukanak","ajhar"
"buke","ajimez"
"buket","Ajit"
"bukle","ajitter"
"bukleli","ajiva"
"buklesiz","ajivas"
"buklet","Ajivika"
"bukran","Ajmer"
"bukuk","Ajo"
"bul","Ajodhya"
"bula","ajog"
"bulaç","ajoint"
"bulada","ajonjoli"
"bulagan","ajoure"
"bulak","ajourise"
"bulama","ajowan"
"bulamaç","ajowans"
"bulamak","Ajuga"
"bulan","ajugas"
"bulandırıcı","ajutment"
"bulandırılmak","AK"
"bulandırma","AKA"
"bulandırmak","akaakai"
"bulanık","Akaba"
"bulanıkça","Akademi"
"bulanıklaşma","Akal"
"bulanıklaşmak","akala"
"bulanıklaştırmak","Akali"
"bulanıklık","akalimba"
"bulanış","akamai"
"bulanma","akamatsu"
"bulanmak","Akamnik"
"bulantı","Akan"
"bular","Akanekunik"
"bulası","Akania"
"bulaşan","Akaniaceae"
"bulaşıcı","Akanke"
"bulaşık","akaroa"
"bulaşıkçı","akasa"
"bulaşıkçılık","akasha"
"bulaşıkhane","Akaska"
"bulaşıklık","Akas-mukhi"
"bulaşılma","Akawai"
"bulaşılmak","akazga"
"bulaşım","akazgin"
"bulaşkan","akazgine"
"bulaşkanlık","Akbar"
"bulaşma","AKC"
"bulaşmak","akcheh"
"bulaşmış","ake"
"bulaştırılma","akeake"
"bulaştırılmak","akebi"
"bulaştırma","Akebia"
"bulaştırmak","aked"
"bulatmak","akee"
"bulça","akees"
"bulçu","akehorne"
"bulçum","akey"
"buldak","Akeyla"
"buldok","Akeylah"
"buldozer","akeki"
"buldu","Akel"
"buldumcuk","Akela"
"buldurma","akelas"
"buldurmak","Akeldama"
"buldurtma","Akeley"
"buldurtmak","akemboll"
"bulgan","akenbold"
"bulganç","akene"
"bulgar","akenes"
"bulgarca","akenobeite"
"bulgari","akepiro"
"bulgaristan","akepiros"
"bulgaristanlı","Aker"
"bulgaş","Akerboom"
"bulgu","akerite"
"bulgucuk","Akerley"
"bulgulama","Akers"
"bulgulamak","aketon"
"bulgur","Akh"
"bulgurcu","Akha"
"bulgurcuk","Akhaia"
"bulgurculuk","akhara"
"bulgurlama","Akhenaten"
"bulgurlamak","Akhetaton"
"bulgurlanma","akhyana"
"bulgurluk","Akhisar"
"bulgurlu","Akhissar"
"bulgursu","Akhlame"
"bulgurumsu","Akhmatova"
"bulgusal","Akhmimic"
"bullak","Akhnaton"
"bulma","akhoond"
"bulmaca","akhrot"
"bulmak","akhund"
"bulmeç","akhundzada"
"bulu","Akhziv"
"bulucu","akia"
"bulucuk","Akyab"
"bulucukçu","Akiachak"
"bulug","Akiak"
"bulugan","Akiba"
"buluğa","Akihito"
"buluğ","Akiyenik"
"bulum","Akili"
"bulunabilir","Akim"
"bulunak","akimbo"
"bulunan","Akimovsky"
"bulunduğu","Akin"
"bulundurma","akindle"
"bulundurmak","akinesia"
"bulundurur","akinesic"
"bulung","akinesis"
"bulunma","akinete"
"bulunmak","akinetic"
"bulunmama","aking"
"bulunmayan","Akins"
"bulunmayış","Akira"
"bulunmaz","Akiskemikinik"
"buluntu","Akita"
"bulunulan","Akka"
"bulunur","Akkad"
"bulup","Akkadian"
"bulur","Akkadist"
"buluş","Akkerman"
"buluşan","Akkra"
"buluşgan","Aklog"
"buluşma","akmite"
"buluşmak","Akmolinsk"
"buluşması","akmudar"
"buluşturma","akmuddar"
"buluşturmak","aknee"
"buluşturuculuk","aknow"
"buluşulma","ako"
"buluşulmak","akoasm"
"buluşumevi","akoasma"
