"Indonesian","English"
"gelondong","aivers"
"geloneng","aivr"
"gelonggong","aiwain"
"gelongsor","aiwan"
"gelontor","aywhere"
"gelopak","AIX"
"gelora","Aix-en-Provence"
"gelosang","Aix-la-Chapelle"
"geloso","Aix-les-Bains"
"gelosok","aizle"
"gelotak","Aizoaceae"
"geluduk","aizoaceous"
"geluga","Aizoon"
"gelugu","AJ"
"gelugur","AJA"
"gelugut","Ajaccio"
"geluh","Ajay"
"geluk","Ajaja"
"gelulur","ajangle"
"gelumang","Ajani"
"gelumat","Ajanta"
"geluncur","ajar"
"gelundung","ajari"
"gelung","Ajatasatru"
"gelup","ajava"
"gelupur","Ajax"
"gelut","AJC"
"gema","ajee"
"gemah","ajenjo"
"gemak","ajhar"
"gemal","ajimez"
"geman","Ajit"
"gemang","ajitter"
"gemap","ajiva"
"gemar","ajivas"
"gemas","Ajivika"
"gemaung","Ajmer"
"gemawan","Ajo"
"gembak","Ajodhya"
"gembala","ajog"
"gembar-gembor","ajoint"
"gembel","ajonjoli"
"gembeng","ajoure"
"gembil","ajourise"
"gembili","ajowan"
"gembira","ajowans"
"gemblak","Ajuga"
"gembleng","ajugas"
"gemblong","ajutment"
"gemblung","AK"
"gembok","AKA"
"gembol","akaakai"
"gembolo","Akaba"
"gembong","Akademi"
"gembor","Akal"
"gembos","akala"
"gembreng","Akali"
"gembrot","akalimba"
"gembul","akamai"
"gembung","akamatsu"
"gembur","Akamnik"
"gembus","Akan"
"gembut","Akanekunik"
"gemebyar","Akania"
"gemelentam","Akaniaceae"
"gemeletak","Akanke"
"gemeletap","akaroa"
"gemeletek","akasa"
"gemeletuk","akasha"
"gemelugut","Akaska"
"gementam","Akas-mukhi"
"gementar","Akawai"
"gemercak","akazga"
"gemercik","akazgin"
"gemerencang","akazgine"
"gemerencik","Akbar"
"gemerencing","AKC"
"gemerencung","akcheh"
"gemeresak","ake"
"gemeresik","akeake"
"gemeretak","akebi"
"gemeretuk","Akebia"
"gemeretup","aked"
"gemerlap","akee"
"gemertak","akees"
"gemertuk","akehorne"
"gemerusuk","akey"
"gemetar","Akeyla"
"gemi","Akeylah"
"gemik","akeki"
"gemilang","Akel"
"gemilap","Akela"
"geming","akelas"
"gemini","Akeldama"
"gemintang","Akeley"
"geminte","akemboll"
"gemirang","akenbold"
"gempa","akene"
"gempal","akenes"
"gempar","akenobeite"
"gempil","akepiro"
"gempita","akepiros"
"gempol","Aker"
"gempor","Akerboom"
"gempul-gempul","akerite"
"gempur","Akerley"
"gemrobyos","Akers"
"gemuk","aketon"
"gemul","Akh"
"gemulai","Akha"
"gemulung","Akhaia"
"gemuntur","akhara"
"gemuruh","Akhenaten"
"gen","Akhetaton"
"gena","akhyana"
"genah","Akhisar"
"genahar","Akhissar"
"genang","Akhlame"
"genap","Akhmatova"
"gencar","Akhmimic"
"gencat","Akhnaton"
"gencel","akhoond"
"gencer","akhrot"
"gencet","akhund"
"gencir","akhundzada"
"gendak","Akhziv"
"gendala","akia"
"gendam","Akyab"
"gendang","Akiachak"
"gendar","Akiak"
"gendarmeri","Akiba"
"gendeng","Akihito"
"gender","Akiyenik"
"genderang","Akili"
"genderuwo","Akim"
"gendewa","akimbo"
"gending","Akimovsky"
"gendis","Akin"
"gendon","akindle"
"gendong","akinesia"
"genduk","akinesic"
"gendut","akinesis"
"genealogi","akinete"
"genealogis","akinetic"
"genegin","aking"
"geneng","Akins"
"generalis","Akira"
"generalisasi","Akiskemikinik"
"generalisimo","Akita"
"generasi","Akka"
"generatif","Akkad"
"generator","Akkadian"
"generik","Akkadist"
"genesis","Akkerman"
"genetika","Akkra"
"genetis","Aklog"
"geng","akmite"
"genggam","Akmolinsk"
"genggang","akmudar"
"genggong","akmuddar"
"gengsah","aknee"
"gengsi","aknow"
"gengsot","ako"
"genial","akoasm"
"genialitas","akoasma"
"genikulum","akolouthia"
"genis","akoluthia"
"genit","akonge"
"genital","Akontae"
"genitalia","Akoulalion"
"genitif","akov"
"genius","akpek"
"genjah","Akra"
"genjang","Akrabattine"
"genjang-genjot","akre"
"genjer","akroasis"
"genjik","akrochordite"
"genjot","Akron"
"genjrang","akroter"
"genjring","akroteria"
"genjur","akroterial"
"genom","akroterion"
"genosida","akrteria"
"genotipe","Aksel"
"genre","Aksoyn"
"genta","Aksum"
"gentala","aktiebolag"
"gentar","Aktiengesellschaft"
"gentas","Aktistetae"
"gentat","Aktistete"
"gentayang","Aktyubinsk"
"gentel","Aktivismus"
"genteng","Aktivist"
"gentian","aku"
"genting","akuammin"
"gentong","akuammine"
"gentrifikasi","akule"
"gentur","akund"
"gentus","Akure"
"genus","Akutagawa"
"genyot","Akutan"
"geobotani","akvavit"
"geodesi","akvavits"
"geofisika","Akwapim"
"geofisikawan","al"
"geofisis","al-"
"geofon","al."
"geognosi","ALA"
"geografi","Ala."
"geografis","Alabama"
"geohidrologi","Alabaman"
"geokimia","Alabamian"
"geokronologi","alabamians"
"geolog","alabamide"
"geologi","alabamine"
"geologis","alabandine"
"geologiwan","alabandite"
"geomansi","alabarch"
"geometri","Alabaster"
"geometris","alabasters"
"geomorfologi","alabastoi"
"geonomi","alabastos"
"geopolitik","alabastra"
"geosentris","alabastrian"
"geosinkronis","alabastrine"
"geostasioner","alabastrites"
"geostatika","alabastron"
"geoteknik","alabastrons"
"geoteknologi","alabastrum"
"geotermal","alabastrums"
"geotermi","alablaster"
"geotermometer","alacha"
"gepeng","alachah"
"gepit","Alachua"
"geplak","alack"
"gepok","alackaday"
"geprak","alacran"
"gepuk","alacreatine"
"gera","alacreatinin"
"gerabah","alacreatinine"
"gerabak","alacrify"
"gerabang","alacrious"
"geradi","alacriously"
"geragai","alacrity"
"geragap","alacrities"
"geragas","alacritous"
"geragau","Alactaga"
"geragih","alada"
"geragot","Aladdin"
"geraguk","Aladdinize"
"gerah","Aladfar"
"geraham","Aladinist"
"gerai","alae"
"gerak","alagao"
"geram","alagarto"
"geraman","alagau"
"geramang","Alage"
"geramsut","Alagez"
"geramus","Alagoas"
"gerang","Alagoz"
"gerangan","alahee"
"geranggang","Alai"
"geranium","alay"
"gerantak","alaihi"
"gerantang","Alain"
"geranyam","Alaine"
"gerapai","Alayne"
"gerapu","Alain-Fournier"
"gerat","Alair"
"geratak","alaite"
"geratih","Alakanuk"
"gerau","Alake"
"gerawan","Alaki"
"gerawat","Alala"
"gerayah","Alalcomeneus"
"gerayang","alalia"
"gerbak","alalite"
"gerbang","alaloi"
"gerbas-gerbus","alalonga"
"gerbera","alalunga"
"gerbong","alalus"
"gerbus","Alamance"
"gerda","Alamanni"
"gerdam","Alamannian"
"gerdan","Alamannic"
"gerdum","alambique"
"gerebek","Alameda"
"gerecak","alamedas"
"gerecok","Alamein"
"gereget","Alaminos"
"gereh","alamiqui"
"gereja","alamire"
"gerejani","Alamo"
"gerejawi","alamodality"
"gerek","alamode"
"geremet","alamodes"
"gerempang","Alamogordo"
"gerencang","alamonti"
"gerendel","alamort"
"gerendeng","alamos"
"gerenek","Alamosa"
"gereneng","alamosite"
"gereng-gereng","Alamota"
"gerengseng","alamoth"
"gerenik","Alan"
"gerenjeng","Alana"
"gerenjet","Alan-a-dale"
"gerentang","Alanah"
"gerenyau","Alanbrooke"
"gerenyeng","Aland"
"gerenyet","alands"
"gerenying","Alane"
"gerenyit","alang"
"gerenyot","alang-alang"
"gerepe","alange"
"gerepek","Alangiaceae"
"gerepes","alangin"
"geresek","alangine"
"geret","Alangium"
"geretak","alani"
"geretang","alanyl"
"gergaji","alanyls"
"gergajul","alanin"
"gergasi","alanine"
"gergeran","alanines"
"gerha","alanins"
"gerhana","Alanna"
"geriak","alannah"
"geriak-geriuk","Alano"
"geriap","Alanreed"
"geriatrik","Alans"
"geribik","Alansen"
"gericau","Alanson"
"geridip","alant"
"geridit","alantic"
"geriditpidit","alantin"
"gerigi","alantol"
"gerigik","alantolactone"
"gerigis","alantolic"
"gerih","alants"
"gerik","ALAP"
"gerilya","alapa"
"gerilyawan","Alapaha"
"gerilyawati","Alar"
"gerim","Alarbus"
"gerimis","Alarcon"
"gerincing","Alard"
"gerinda","alares"
"gerindin","alarge"
"gerinding","alary"
"gering","Alaria"
"geringging","Alaric"
"geringgingan","Alarice"
"geringsing","Alarick"
"gerinjal","Alarise"
"gerinjam","alarm"
"gerinting","alarmable"
"gerinyau","alarmclock"
"gerip","alarmed"
"geripir","alarmedly"
"geripis","alarming"
"gerisik","alarmingly"
"gerising","alarmingness"
"gerit","alarmism"
"geriuk","alarmisms"
"gerlap","alarmist"
"gerlip","alarmists"
"germang","alarms"
"germanium","Alarodian"
"germinal","alarum"
"germisida","alarumed"
"germo","alaruming"
"germut","alarums"
"gero","Alas"
"geroak","Alas."
"gerobak","alasas"
"gerobok","Alascan"
"gerobyak","Alasdair"
"gerocok","Alaska"
"gerodak","alaskaite"
"gerogol","Alaskan"
"gerogot","alaskans"
"gerohok","alaskas"
"gerohong","alaskite"
"gerojok","Alastair"
"gerombol","Alasteir"
"gerombong","Alaster"
"gerompok","Alastor"
"gerong","alastors"
"geronggang","alastrim"
"geronium","alate"
"gerontokrasi","Alatea"
"gerontol","alated"
"gerontologi","alatern"
"geronyot","alaternus"
"geropes","alates"
"geropyok","Alathia"
"geros","alation"
"gerosak","alations"
"gerot-gerot","Alauda"
"gerowong","Alaudidae"
"gerowot","alaudine"
"gerpol","alaund"
"gersak","Alaunian"
"gersang","alaunt"
"gersik","Alawi"
"gertak","alazor"
"gertik","Alb"
"gertuk","Alb."
"geru","Alba"
"gerugut","albacea"
"geruh","Albacete"
"geruit","albacora"
"gerumit","albacore"
"gerumpung","albacores"
"gerumuk","albahaca"
"gerumut","Albay"
"gerun","Albainn"
"gerundang","Albamycin"
"gerundel","Alban"
"gerung","Albana"
"gerunggung","Albanenses"
"gerunyam","Albanensian"
"gerup","Albanese"
"gerupis","Albany"
"gerupuk","Albania"
"gerus","Albanian"
"gerut","albanians"
"gerutu","albanite"
"gerutup","albarco"
"gerutus","albardine"
"gesa","albarelli"
"gesek","albarello"
"gesel","albarellos"
"geser","albarium"
"gesit","Albarran"
"gesper","albas"
"gestikulasi","albaspidin"
"geta","albata"
"getah","albatas"
"getak-getuk","Albategnius"
"getang","albation"
"getap","Albatros"
"getar","albatross"
"getas","albatrosses"
"getek","albe"
"getem-getem","albedo"
"geti-geti","albedoes"
"getik","albedograph"
"getil","albedometer"
"getir","albedos"
"getis","Albee"
"getok","albeit"
"getol","Albemarle"
"getu","Alben"
"getuk","Albeniz"
"getun","Alber"
"geulis","alberca"
"gewang","Alberene"
"gi","albergatrice"
"gial","alberge"
"giam","alberghi"
"giat","albergo"
"gibah","Alberic"
"gibang","Alberich"
"gibas","Alberik"
"giblet","Alberoni"
"gibtah","Albers"
"gidik","Albert"
"gigahertz","Alberta"
"gigantisme","Alberti"
"gigi","albertin"
"gigih","Albertina"
"gigil","Albertine"
"gigir","Albertinian"
"gigis","albertype"
"gigit","Albertist"
"gigolo","albertite"
"gila","Albertlea"
"gilang","Alberto"
"gilap","Alberton"
"gilas","Albertson"
"gilbet","alberttype"
"gili","albert-type"
"gili-gili","albertustaler"
"gilik","Albertville"
"giling","albescence"
"gilir","albescent"
"gim","albespine"
"gimbal","albespyne"
"gimnasium","albeston"
"gimnastik","albetad"
"gimpal","Albi"
"gin","Alby"
"ginang","Albia"
"gincu","Albian"
"ginding","albicans"
"ginekolog","albicant"
"ginekologi","albication"
"ginekomasti","albicore"
"ginesium","albicores"
"gingivitis","albiculi"
"ginglimus","Albie"
"gingsir","albify"
"gingsul","albification"
"ginjal","albificative"
"ginjean","albified"
"ginkang","albifying"
"ginogenesis","albiflorous"
"ginseng","Albigenses"
"gips","Albigensian"
"gipsi","Albigensianism"
"gir","Albin"
"girah","Albyn"
"giral","Albina"
"girang","albinal"
"girap-girap","albines"
"giras","albiness"
"girasol","albinic"
"giri","albinism"
"girik","albinisms"
"girikan","albinistic"
"giring","albino"
"giring-giring","albinoism"
"giris","Albinoni"
"giro","albinos"
"giroskop","albinotic"
"girostat","albinuria"
"girostatika","Albinus"
"gisar","Albion"
"gisik","Albireo"
"gisil","albite"
"gita","albites"
"gitapati","albitic"
"gitar","albitical"
"gitaris","albitite"
"gites","albitization"
"gitik","albitophyre"
"gitok","albizia"
"giuk","albizias"
"giur","Albizzia"
"giwang","albizzias"
"gizi","ALBM"
"glabela","Albniz"
"gladiator","ALBO"
"gladiol","albocarbon"
"glamor","albocinereous"
"glandula","Albococcus"
"glans","albocracy"
"glasial","Alboin"
"glasir","albolite"
"glasnos","albolith"
"glaukoma","albopannin"
"glegek","albopruinose"
"glenik","alborada"
"glenoid","alborak"
"gletser","Alboran"
"glidik","alboranite"
"glikogen","Alborn"
"glikogenesis","Albrecht"
"glikogenolisis","Albric"
"glikol","albricias"
"glikolisis","Albright"
"glikosid","Albrightsville"
"glikosida","albronze"
"glikosidasa","Albruna"
"glikosidase","albs"
"glikosuria","Albuca"
"gliserida","Albuginaceae"
"gliserol","albuginea"
"global","albugineous"
"globalisasi","albugines"
"globalisme","albuginitis"
"globe","albugo"
"globulin","album"
"globus","albumean"
"glokidium","albumen"
"glomerulus","albumeniizer"
"glomus","albumenisation"
"glosarium","albumenise"
"glosem","albumenised"
"glosematik","albumeniser"
"glositas","albumenising"
"glositis","albumenization"
"glotal","albumenize"
"glotalisasi","albumenized"
"glotis","albumenizer"
"glukagon","albumenizing"
"glukosa","albumenoid"
"glukosan","albumens"
"glukosida","albumimeter"
"gluten","albumin"
"gnomon","albuminate"
"goak","albuminaturia"
"gob","albuminiferous"
"goba","albuminiform"
"gobak","albuminimeter"
"gobang","albuminimetry"
"gobar","albuminiparous"
"gobek","albuminise"
"gobet","albuminised"
"goblok","albuminising"
"gocap","albuminization"
"gocek","albuminize"
"gocoh","albuminized"
"goda","albuminizing"
"godak","albumino-"
"godam","albuminocholia"
"godek","albuminofibrin"
"godok","albuminogenous"
"godong","albuminoid"
"godot","albuminoidal"
"goel","albuminolysis"
"gogoh","albuminometer"
"gogok","albuminometry"
"gogos","albuminone"
"gogrok","albuminorrhea"
"gohok","albuminoscope"
"gohong","albuminose"
"gojek","albuminosis"
"gojlok","albuminous"
"gokar","albuminousness"
"gol","albumins"
"golak","albuminuria"
"golak-galik","albuminuric"
"golbi","albuminurophobia"
"golek","albumoid"
"goleng","albumoscope"
"goler","albumose"
"golf","albumoses"
"golok","albumosuria"
"golong","albums"
"golput","Albuna"
"gom","Albunea"
"gombak","Albuquerque"
"gombal","Albur"
"gombang","Alburg"
"gombeng","Alburga"
"gombrang","Albury"
"gombroh","alburn"
"gombyok","Alburnett"
"gompal","alburnous"
"gompiok","alburnum"
"gonad","alburnums"
"gondang","Alburtis"
"gondas-gandes","albus"
"gondok","albutannin"
"gondol","ALC"
"gondola","Alca"
"gondong","Alcaaba"
"gondorukem","alcabala"
"gondrong","alcade"
"gong","alcades"
"gonggo","Alcae"
"gonggok","Alcaeus"
"gonggong","alcahest"
"gongli","alcahests"
"gongseng","Alcaic"
"gongyo","alcaiceria"
"goni","Alcaics"
"gonidium","alcaid"
"goniometri","alcaide"
"gonjak","alcayde"
"gonjang","alcaides"
"gonjang-ganjing","alcaydes"
"gonjing","Alcaids"
"gonjlang","Alcalde"
"gonjlang-ganjling","alcaldes"
"gonjok","alcaldeship"
"gonjong","alcaldia"
"gonokokus","alcali"
"gonore","Alcaligenes"
"gonrang","alcalizate"
"gontaganti","Alcalzar"
"gontai","alcamine"
"gontok","Alcandre"
"gonyak","alcanna"
"gonyeh","Alcantara"
"gonyel","Alcantarines"
"gonyoh","alcapton"
"gopek","alcaptonuria"
"gopoh","alcargen"
"gorap","alcarraza"
"gorden","Alcathous"
"gorek","alcatras"
"goreng","Alcatraz"
"gores","alcavala"
"gori","alcazaba"
"gorila","Alcazar"
"gorilya","alcazars"
"goroh","alcazava"
"gorok","alce"
"gorong-gorong","Alcedines"
"gosan","Alcedinidae"
"gosip","Alcedininae"
"gosok","Alcedo"
"gosong","alcelaphine"
"gospel","Alcelaphus"
"got","Alces"
"gotes","Alceste"
"gotik","Alcester"
"gotong","Alcestis"
"gotri","alchem"
"gotrok","alchemy"
"gotun","alchemic"
"gowok","alchemical"
"goyah","alchemically"
"goyak","alchemies"
"goyang","Alchemilla"
"grabadan","alchemise"
"grad","alchemised"
"gradasi","alchemising"
"gradien","alchemist"
"gradual","alchemister"
"gradualisme","alchemistic"
"graf","alchemistical"
"grafem","alchemistry"
"grafemik","alchemists"
"grafemis","alchemize"
"grafetik","alchemized"
"grafik","alchemizing"
"grafika","alchera"
"grafikawan","alcheringa"
"grafis","alchim-"
"grafit","alchym-"
"grafitasi","alchimy"
"grafolog","alchymy"
"grafologi","alchymies"
"graha","alchitran"
"grahita","alchochoden"
"gram","Alchornea"
"gramatika","Alchuine"
"gramatikal","Alcibiadean"
"grambyang","Alcibiades"
"gramofon","Alcicornium"
"granat","alcid"
"granit","Alcidae"
"granolitik","Alcide"
"granula","Alcides"
"granulasi","Alcidice"
"granulosit","alcidine"
"grapyak","alcids"
"grasi","Alcimede"
"gratak","Alcimedes"
"gratifikasi","Alcimedon"
"gratis","Alcina"
"gravel","Alcine"
"graver","Alcinia"
"gravimeter","Alcinous"
"gravitas","alcyon"
"gravitasi","Alcyonacea"
"grecok","alcyonacean"
"gregarius","Alcyonaria"
"grehon","alcyonarian"
"grempel","Alcyone"
"gres","Alcyones"
"gresek-gresek","Alcyoneus"
"gria","Alcyoniaceae"
"grip","alcyonic"
"griya","alcyoniform"
"grogi","Alcyonium"
"gronjong","alcyonoid"
"gros","Alcippe"
"grosir","Alcis"
"grup","Alcithoe"
"gruwung","alclad"
"gu","Alcmaeon"
"gua","Alcman"
"gual","Alcmaon"
"guam","Alcmena"
"guanidina","Alcmene"
"guanin","Alco"
"guanina","Alcoa"
"guano","alcoate"
"guar","Alcock"
"gubah","alcogel"
"gubal","alcogene"
"gubang","alcohate"
"gubel","alcohol"
"gubernemen","alcoholate"
"gubernur","alcoholature"
"gubit","alcoholdom"
"gubris","alcoholemia"
"gubuk","alcoholic"
"guci","alcoholically"
"gudam","alcoholicity"
"gudang","alcoholics"
"gudangan","alcoholic's"
"gude","alcoholimeter"
"gudeg","alcoholisation"
"guderi","alcoholise"
"gudi","alcoholised"
"gudik","alcoholising"
"gudu-gudu","alcoholysis"
"gue","alcoholism"
"gugah","alcoholisms"
"gugat","alcoholist"
"gugu","alcoholytic"
"guguh","alcoholizable"
"guguk","alcoholization"
"gugup","alcoholize"
"gugur","alcoholized"
"gugus","alcoholizing"
"guit","alcoholmeter"
"gujirak","alcoholmetric"
"gujirat","alcoholomania"
"gukakas","alcoholometer"
"gul","alcoholometry"
"gula","alcoholometric"
"gula-gula","alcoholometrical"
"gulah","alcoholophilia"
"gulai","alcohols"
"gulali","alcohol's"
"gulam","alcoholuria"
"gulambai","Alcolu"
"gulana","Alcon"
"gulang-gulang","alconde"
"gulat","alco-ometer"
"guli","alco-ometry"
"guliga","alco-ometric"
"guling","alco-ometrical"
"gulir","alcoothionic"
"gulita","Alcor"
"gulma","Alcoran"
"gulud","Alcoranic"
"gulung","Alcoranist"
"gulut","alcornoco"
"gum","alcornoque"
"guma","alcosol"
"gumal","Alcot"
"gumam","Alcotate"
"gumba","Alcott"
"gumbaan","Alcova"
"gumbang","alcove"
"gumbar","alcoved"
"gumboro","alcoves"
"gumbuk","alcove's"
"gumebruk","alcovinometer"
"gumelaran","Alcuin"
"gumpal","Alcuinian"
"gumpil","alcumy"
"gumuk","Alcus"
"gumul","Ald"
"gumun","Ald."
"gun","Alda"
"guna","Aldabra"
"gunawan","alday"
"guncang","aldamin"
"gunci","aldamine"
"gundah","Aldan"
"gundal","aldane"
"gundala","Aldarcy"
"gundang","Aldarcie"
"gundar","Aldas"
"gundi","aldazin"
"gundik","aldazine"
"gundu","aldea"
"gunduk","aldeament"
"gundul","Aldebaran"
"gung","aldebaranium"
"gunggung","Alded"
"gunjai","aldehydase"
"gunjing","aldehyde"
"gunolugu","aldehydes"
"gunrit","aldehydic"
"gunseikan","aldehydine"
"guntai","aldehydrol"
"guntak","aldehol"
"guntang","aldeia"
"guntil","Alden"
"gunting","Aldenville"
"guntung","Alder"
"guntur","alder-"
"gunung","Alderamin"
"gunyam","Aldercy"
"gup","alderfly"
"gurab","alderflies"
"gurah","alder-leaved"
