"Japanese","English"
"とてつもなく","andamenta"
"大平","andamento"
"引き込ま","andamentos"
"バイアス","andante"
"下宿","andantes"
"祖","andantini"
"實","andantino"
"塁","andantinos"
"所存","Andaqui"
"伝言","Andaquian"
"雀","Andarko"
"聖職","Andaste"
"ハワイアン","Ande"
"てら","Andean"
"レジスト","anded"
"よせ","Andee"
"ナベ","Andeee"
"赤松","Andel"
"転生","Andelee"
"併設","Ander"
"レベルアップ","Anderea"
"吸わ","Anderegg"
"テクスト","Anderer"
"月給","Anderlecht"
"しきりに","Anders"
"稼げ","Andersen"
"配管","Anderson"
"円盤","Andersonville"
"繋い","Anderssen"
"想う","Anderstorp"
"専門医","Andert"
"毒性","anderun"
"絶好調","Andes"
"実り","Andesic"
"わらしべ","andesine"
"道端","andesinite"
"窮屈","andesite"
"スペル","andesyte"
"立花","andesites"
"春日","andesytes"
"恐ろし","andesitic"
"別人","Andevo"
"刺繍","ANDF"
"略奪","Andhra"
"同種","Andi"
"騒が","Andy"
"金星","andia"
"乗れる","Andian"
"中心地","Andie"
"生死","Andikithira"
"ハメ","Andine"
"種子","anding"
"鴨","Andy-over"
"頻発","Andira"
"関し","andirin"
"たいして","andirine"
"印鑑","andiroba"
"憂慮","andiron"
"抹茶","andirons"
"コンペ","Andizhan"
"行儀","Ando"
"辿っ","Andoche"
"ヌード","Andoke"
"т","Andonis"
"強迫","andor"
"みつ","andorite"
"すご","andoroba"
"鉄人","Andorobo"
"増減","Andorra"
"綿密","Andorran"
"クーデター","Andorre"
"重厚","andouille"
"機関車","andouillet"
"不起訴","andouillette"
"みそ","Andover"
"月収","Andr"
"しり","andr-"
"雅子","Andra"
"伊達","Andrade"
"悪役","andradite"
"ウマ","andragogy"
"試さ","andranatomy"
"ボールペン","andrarchy"
"うんと","Andras"
"セルビア","Andrassy"
"ノーマル","Andre"
"スナック","Andrea"
"へー","Andreaea"
"縄","Andreaeaceae"
"要綱","Andreaeales"
"トリー","Andreana"
"養育","Andreas"
"キツイ","Andree"
"疾走","Andrei"
"カミさん","Andrey"
"未然","Andreyev"
"トロイ","Andreyevka"
"鳥居","Andrej"
"濤","Andrel"
"電機","Andrena"
"見聞","andrenid"
"図解","Andrenidae"
"全滅","Andreotti"
"コスメ","Andres"
"塗る","Andrew"
"ヒューザー","andrewartha"
"源氏","Andrewes"
"等しく","Andrews"
"こり","andrewsite"
"自粛","Andri"
"豪雨","andry"
"こまめ","Andria"
"踏み出し","Andriana"
"率先","Andrias"
"単調","Andric"
"大佐","Andryc"
"緑茶","Andrien"
"そのうえ","andries"
"しだい","Andriette"
"木星","Andrija"
"フルート","Andris"
"宋","andrite"
"松原","andro-"
"かくして","androcentric"
"トランプ","androcephalous"
"ラテン語","androcephalum"
"読み物","androcyte"
"μ","androclclinia"
"ＯＤＡ","Androclea"
"蜜","Androcles"
"県議会","androclinia"
"梱包","androclinium"
"恵子","Androclus"
"幹線","androconia"
"衛","androconium"
"練っ","androcracy"
"連覇","Androcrates"
"頭上","androcratic"
"グレイ","androdynamous"
"私学","androdioecious"
"りょう","androdioecism"
"成り行き","androeccia"
"もどき","androecia"
"対称","androecial"
"プッシュ","androecium"
"三田","androgametangium"
"手記","androgametophore"
"ジョブ","androgamone"
"顔つき","androgen"
"エドワード","androgenesis"
"埃","androgenetic"
"エフェクト","androgenic"
"パイオニア","androgenous"
"当座","androgens"
"鳴き声","Androgeus"
"きち","androgyn"
"スマ","androgynal"
"訳注","androgynary"
"資","androgyne"
"ピュア","androgyneity"
"パワーアップ","androgyny"
"凌","androgynia"
"味わえる","androgynic"
"オートバイ","androgynies"
"軽井沢","androgynism"
"ヤンキー","androginous"
"幼稚","androgynous"
"炎症","androgynus"
"ゴン","androgone"
"等級","androgonia"
"岩崎","androgonial"
"おと","androgonidium"
"マンゴー","androgonium"
"操る","Andrographis"
"弱っ","andrographolide"
"築","android"
"善悪","androidal"
"精通","androides"
"過ぎ去っ","androids"
"小樽","androkinin"
"出来高","androl"
"カウンタ","androlepsy"
"劼","androlepsia"
"亡","Andromache"
"沸い","Andromada"
"風刺","andromania"
"回顧","Andromaque"
"一泊","andromed"
"カーソル","Andromeda"
"同上","Andromede"
"根元","andromedotoxin"
"集う","andromonoecious"
"絹","andromonoecism"
"かんがみ","andromorphous"
"囲む","Andron"
"敷居","Andronicus"
"哉","andronitis"
"下回る","andropetalar"
"ＩＤ","andropetalous"
"盗作","androphagous"
"しゅう","androphyll"
"バネ","androphobia"
"訳す","androphonomania"
"野蛮","Androphonos"
"ポチッ","androphore"
"散乱","androphorous"
"ベール","androphorum"
"専属","Andropogon"
"新約","Andros"
"追いかける","Androsace"
"ついてる","Androscoggin"
"書名","androseme"
"ＢＧＭ","androsin"
"あっせん","androsphinges"
"タック","androsphinx"
"断面","androsphinxes"
"組合せ","androsporangium"
"始まら","androspore"
"館内","androsterone"
"この方","androtauric"
"おねがい","androtomy"
"レンガ","Androuet"
"修得","androus"
"貞","Androw"
"乗り込む","Andrsy"
"萬","Andrus"
"プロパガンダ","ands"
"因縁","Andvar"
"陶芸","Andvare"
"構","Andvari"
"従え","ane"
"澄ん","Aneale"
"体裁","anear"
"壮絶","aneared"
"急上昇","anearing"
"痴漢","anears"
"リスナー","aneath"
"和声","anecdysis"
"悪人","anecdota"
"別紙","anecdotage"
"読み込み","anecdotal"
"スティーブン","anecdotalism"
"安楽","anecdotalist"
"号泣","anecdotally"
"花屋","anecdote"
"ダウ","anecdotes"
"唖然","anecdote's"
"ちがっ","anecdotic"
"満腹","anecdotical"
"りえ","anecdotically"
"病理","anecdotist"
"交響楽","anecdotists"
"岬","anechoic"
"ミナ","Aney"
"うるさく","anelace"
"仙","anelastic"
"壁面","anelasticity"
"酷","anele"
"覚まし","anelectric"
"シリアス","anelectrode"
"偽善","anelectrotonic"
"当番","anelectrotonus"
"弁理","aneled"
"河原","aneles"
"辞","aneling"
"コリン","anelytrous"
"櫻井","anem-"
"鳴らす","anematize"
"特約","anematized"
"エンジェル","anematizing"
"引き渡し","anematosis"
"優越","Anemia"
"ベーコン","anemias"
"慈善","anemic"
"会派","anemically"
"ティム","anemious"
"数理","anemo-"
"爺","anemobiagraph"
"ヤミ","anemochord"
"羽根","anemochore"
"モニタリング","anemochoric"
"慰霊","anemochorous"
"べから","anemoclastic"
"ファイト","anemogram"
"ブドウ","anemograph"
"竿","anemography"
"ダイジェスト","anemographic"
"モル","anemographically"
"気が付く","anemology"
"あらわし","anemologic"
"課し","anemological"
"炸裂","anemometer"
"難く","anemometers"
"共催","anemometer's"
"博覧","anemometry"
"山岡","anemometric"
"憲","anemometrical"
"狭","anemometrically"
"落合","anemometrograph"
"範","anemometrographic"
"遊戯","anemometrographically"
"フランチャイズ","anemonal"
"踊ら","anemone"
"トレイ","Anemonella"
"内需","anemones"
"ルーマニア","anemony"
"由紀夫","anemonin"
"台北","anemonol"
"既定","anemopathy"
"協賛","anemophile"
"焼き鳥","anemophily"
"ひく","anemophilous"
"譲り","Anemopsis"
"鎧","anemoscope"
"水路","anemoses"
"ユニオン","anemosis"
"チーフ","anemotactic"
"ジーニョ","anemotaxis"
"ヤ","Anemotis"
"やって来る","anemotropic"
"廃墟","anemotropism"
"思案","anencephaly"
"南東","anencephalia"
"米兵","anencephalic"
"うさ","anencephalotrophia"
"不毛","anencephalous"
"自分勝手","anencephalus"
"先導","anend"
"得よ","an-end"
"雇わ","anenergia"
"出雲","anenst"
"飢餓","anent"
"順に","anenterous"
"自決","anepia"
"砦","anepigraphic"
"ひで","anepigraphous"
"年月日","anepiploic"
"処方箋","anepithymia"
"腫れ","anerethisia"
"どきどき","aneretic"
"きのこ","anergy"
"経団連","anergia"
"査察","anergias"
"製図","anergic"
"ノミネート","anergies"
"不変","anerythroplasia"
"ぶろ","anerythroplastic"
"海面","anerly"
"通わ","aneroid"
"錬金術","aneroidograph"
"いとこ","aneroids"
"歓喜","anerotic"
"ペイント","anes"
"寄る","Anesidora"
"全編","anesis"
"滅亡","anesone"
"過ごせる","Anestassia"
"復刊","anesthesia"
"手話","anesthesiant"
"威嚇","anesthesias"
"サントラ","anesthesimeter"
"外野","anesthesiology"
"突い","anesthesiologies"
"ハーモニー","anesthesiologist"
"本館","anesthesiologists"
"バク","anesthesiometer"
"表さ","anesthesis"
"ペダル","anesthetic"
"上質","anesthetically"
"移さ","anesthetics"
"けんか","anesthetic's"
"小中学校","anesthetist"
"エヴァ","anesthetists"
"育毛","anesthetization"
"人参","anesthetize"
"論説","anesthetized"
"ニコラ","anesthetizer"
"東京タワー","anesthetizes"
"雌","anesthetizing"
"抜","anesthyl"
"明石","anestri"
"色気","anestrous"
"前項","anestrus"
"ポルシェ","Anet"
"菅野","Aneta"
"期し","Aneth"
"貰える","anethene"
"素顔","anethol"
"笑い声","anethole"
"振込み","anetholes"
"想起","anethols"
"南国","Anethum"
"加筆","anetic"
"後遺症","anetiological"
"火葬","Aneto"
"意地悪","Anett"
"鉱業","Anetta"
"私生活","Anette"
"車輪","aneuch"
"はく","aneuploid"
"岩国","aneuploidy"
"グローバリゼーション","aneuria"
"寄贈","aneuric"
"贈り","aneurilemmic"
"レタス","Aneurin"
"フロイト","aneurine"
"西暦","aneurins"
"静香","aneurism"
"投球","aneurysm"
"ブレ","aneurismal"
"ＢＢＣ","aneurysmal"
"電電","aneurismally"
"特製","aneurysmally"
"ミソ","aneurismatic"
"一撃","aneurysmatic"
"匠","aneurisms"
"削る","aneurysms"
"フェンス","anew"
"リーチ","Anezeh"
"ノブ","ANF"
"語りかけ","anfeeld"
"引き起こさ","anfract"
"慶應義塾","anfractuose"
"獲物","anfractuosity"
"体現","anfractuous"
"定住","anfractuousness"
"手直し","anfracture"
"ふる","Anfuso"
"積雪","ANG"
"養","anga"
"平常","Angadreme"
"ピアス","Angadresma"
"リュック","angakok"
"果たさ","angakoks"
"カオス","angakut"
"中国共産党","Angami"
"塚","Angami-naga"
"モスク","Angang"
"アジ","Angara"
"ヴォーカル","angaralite"
"学童","angareb"
"ジャッジ","angareeb"
"漏らし","angarep"
"サ","angary"
"カキコ","angaria"
"ガーデニング","angarias"
"さがし","angariation"
"西海岸","angaries"
"一昔","Angarsk"
"ニュースレター","Angarstroi"
"試料","angas"
"ルパン","Angdistis"
"デュアル","Ange"
"初恋","angeyok"
"責める","angekkok"
"杉本","angekok"
"氣","angekut"
"おまかせ","Angel"
"主審","Angela"
"精神病","angelate"
"長調","angel-borne"
"恐るべき","angel-bright"
"稲葉","angel-builded"
"よくなる","angeldom"
"固まり","Angele"
"公示","angeled"
"退去","angeleen"
"人名","angel-eyed"
"あいかわらず","angeleyes"
"サーカス","Angeleno"
"ドロ","Angelenos"
"二日酔い","Angeles"
"救命","angelet"
"タイガース","angel-faced"
"客室","angelfish"
"税別","angelfishes"
"漁","angel-guarded"
"せり","angel-heralded"
"山積み","angelhood"
"ふじ","Angeli"
"特段","Angelia"
"中央アジア","Angelic"
"溶接","Angelica"
"逆行","Angelical"
"劣っ","angelically"
"浴室","angelicalness"
"思索","Angelican"
"貸","angelica-root"
"低温","angelicas"
"上乗せ","angelicic"
"賞与","angelicize"
"サイレン","angelicness"
"行財政","Angelico"
"劣ら","Angelika"
"終点","angelim"
"品格","angelin"
"裏返し","Angelyn"
"ＳＳ","Angelina"
"打破","Angeline"
"不可避","angelinformal"
"斡旋","angeling"
"直視","Angelique"
"混み","Angelis"
"こく","Angelita"
"メッセンジャー","angelito"
"尋常","angelize"
"小麦粉","angelized"
"オマケ","angelizing"
"取り調べ","Angell"
"信憑","Angelle"
"かわる","angellike"
"仕草","angel-noble"
"校内","Angelo"
"力不足","angelocracy"
"免税","angelographer"
"祖父母","angelolater"
"キモ","angelolatry"
"出稼ぎ","angelology"
"培っ","angelologic"
"効能","angelological"
"亡くなる","angelomachy"
"抵触","angelon"
"控える","Angelonia"
"あの世","angelophany"
"エディタ","angelophanic"
"鳩山","angelot"
"レオン","angels"
"к","angel's"
"外界","angel-seeming"
"毛沢東","angelship"
"服従","angels-on-horseback"
"極意","angel's-trumpet"
"もれ","Angelus"
"白色","angeluses"
"相次ぐ","angel-warned"
"仕上げる","anger"
"脳みそ","Angerboda"
"外れる","angered"
"注ぎ","angering"
"蔵書","angerless"
"エッセー","angerly"
"発進","Angerona"
"ふさわしく","Angeronalia"
"揶揄","Angeronia"
"皇后","Angers"
"あらわ","Angetenar"
"応","Angevin"
"近江","Angevine"
"カンヌ","Angi"
"スポンジ","Angy"
"徴兵","angi-"
"身柄","angia"
"会食","angiasthenia"
"真珠","angico"
"初旬","Angie"
"半角","angiectasis"
"川柳","angiectopia"
"耐性","angiemphraxis"
"パンドラ","Angier"
"ポータブル","angiitis"
"トロント","Angil"
"ピカ","angild"
"立ち入り","angili"
"じゃー","angilo"
"きもの","angina"
"ホークス","anginal"
"電線","anginas"
"スライス","anginiform"
"見渡し","anginoid"
"錬","anginophobia"
"わかれ","anginose"
"武術","anginous"
"しるし","angio-"
"ノア","angioasthenia"
"テク","angioataxia"
"気に入り","angioblast"
"イースター","angioblastic"
"後述","angiocardiography"
"文藝春秋","angiocardiographic"
"ツケ","angiocardiographies"
"義父","angiocarditis"
"費やす","angiocarp"
"光線","angiocarpy"
"人手","angiocarpian"
"同性","angiocarpic"
"内的","angiocarpous"
"話しかける","angiocavernous"
"混ざっ","angiocholecystitis"
"脱退","angiocholitis"
"自営業","angiochondroma"
"宣教師","angiocyst"
"成田空港","angioclast"
"掴み","angiodermatitis"
"続報","angiodiascopy"
"ゼリー","angioelephantiasis"
"ガザ","angiofibroma"
"必殺","angiogenesis"
"腑","angiogeny"
"鍵盤","angiogenic"
"横目","angioglioma"
"右下","angiogram"
"のび","angiograph"
"一目瞭然","angiography"
"安らぎ","angiographic"
"明け方","angiohemophilia"
"男系","angiohyalinosis"
"キツ","angiohydrotomy"
"ＯＳ","angiohypertonia"
"アルカイダ","angiohypotonia"
"レッテル","angioid"
"酸味","angiokeratoma"
"十字","angiokinesis"
"聞き手","angiokinetic"
"練り","angioleucitis"
"主食","angiolymphitis"
"漢方","angiolymphoma"
"祭壇","angiolipoma"
"製剤","angiolith"
"わたる","angiology"
"仕切り","angioma"
"災い","angiomalacia"
"沿う","angiomas"
"イスラーム","angiomata"
"杉並","angiomatosis"
"日の出","angiomatous"
"染まっ","angiomegaly"
"直人","angiometer"
"引き合い","angiomyocardiac"
"ペニス","angiomyoma"
"民謡","angiomyosarcoma"
"かる","angioneoplasm"
"くっきり","angioneurosis"
"引き換え","angioneurotic"
"滅び","angionoma"
"発刊","angionosis"
"西宮","angioparalysis"
"火曜","angioparalytic"
"特筆","angioparesis"
"駆け引き","angiopathy"
"バスケットボール","angiophorous"
"さながら","angioplany"
"バーゲン","angioplasty"
"興味深かっ","angioplerosis"
"住友","angiopoietic"
"投信","angiopressure"
"レバノン","angiorrhagia"
"閉ざさ","angiorrhaphy"
"個所","angiorrhea"
"メンバ","angiorrhexis"
"ギャラ","angiosarcoma"
"鯛","angiosclerosis"
"盗","angiosclerotic"
"エディション","angioscope"
"主将","angiosymphysis"
"カゴ","angiosis"
"ハンバーグ","angiospasm"
"廻り","angiospastic"
"くろ","angiosperm"
"あんま","Angiospermae"
"がんばろ","angiospermal"
"空母","angiospermatous"
"突きつけ","angiospermic"
"しっぽ","angiospermous"
"マウント","angiosperms"
"プレーオフ","angiosporous"
"すごし","angiostegnosis"
"有線","angiostenosis"
"観覧","angiosteosis"
"バッシング","angiostomy"
"まこと","angiostomize"
"出先","angiostrophy"
