"Finnish","English"
"kuloruoho","authentically"
"kulosammal","authenticalness"
"kulottaa","authenticatable"
"kulottua","authenticate"
"kulotus","authenticated"
"kuloutua","authenticates"
"kulovahinko","authenticating"
"kulovalkea","authentication"
"kulta","authentications"
"kultadublee","authenticator"
"kultaesine","authenticators"
"kultahammas","authenticity"
"kultahamsteri","authenticities"
"kultaharkko","authenticly"
"kultahiekka","authenticness"
"kultahiukkanen","authigene"
"kultahoito","authigenetic"
"kultahäät","authigenic"
"kultainen","authigenous"
"kultainennoutaja","Authon"
"kultaisesti","author"
"kultaisuus","authorcraft"
"kultajoukkue","author-created"
"kultajyvä","authored"
"kultajyvänen","author-entry"
"kultakaivos","authoress"
"kultakala","authoresses"
"kultakanta","authorhood"
"kultakantainen","authorial"
"kultakate","authorially"
"kultakausi","authoring"
"kultakello","authorisable"
"kultakenttä","authorisation"
"kultaketju","authorise"
"kultakimpale","authorised"
"kultakirjain","authoriser"
"kultakoru","authorish"
"kultakruunu","authorising"
"kultakuoriainen","authorism"
"kultakutri","authoritarian"
"kultakutrinen","authoritarianism"
"kultakuume","authoritarianisms"
"kultaköynnös","authoritarians"
"kultala","authoritative"
"kultalakka","authoritatively"
"kultalammas","authoritativeness"
"kultalanka","authority"
"kultalevy","authorities"
"kultamaa","authority's"
"kultamalmi","authorizable"
"kultamitali","authorization"
"kultamitalimies","authorizations"
"kultamitalinainen","authorization's"
"kultamitalisti","authorize"
"kultamuna","authorized"
"kultanahka","authorizer"
"kultanauha","authorizers"
"kultanen","authorizes"
"kultaottelu","authorizing"
"kultapallo","authorless"
"kultapaperi","authorly"
"kultapiisku","authorling"
"kultapistiäinen","author-publisher"
"kultapitoinen","author-ridden"
"kultapitoisuus","authors"
"kultapossukerho","author's"
"kultapronssi","authorship"
"kultaraha","authorships"
"kultareservi","authotype"
"kultareunainen","autism"
"kultarinta","autisms"
"kultaruoste","autist"
"kultasade","autistic"
"kultaseppä","auto"
"kultasepänliike","auto-"
"kultasepäntyö","auto."
"kultasiipi","autoabstract"
"kultasormus","autoactivation"
"kultasuola","autoactive"
"kultasuoni","autoaddress"
"kultateos","autoagglutinating"
"kultatuoli","autoagglutination"
"kultatyö","autoagglutinin"
"kultaus","autoalarm"
"kultautua","auto-alarm"
"kultavaaka","autoalkylation"
"kultavaranto","autoallogamy"
"kultavihma","autoallogamous"
"kultaväri","autoanalysis"
"kultayhdiste","autoanalytic"
"kulti","autoantibody"
"kultivaattori","autoanticomplement"
"kultivoida","autoantitoxin"
"kultivoitua","autoasphyxiation"
"kultti","autoaspiration"
"kulttielokuva","autoassimilation"
"kulttikirja","auto-audible"
"kulttuuri","Autobahn"
"kulttuuriantropologi","autobahnen"
"kulttuuriantropologia","autobahns"
"kulttuurielämä","autobasidia"
"kulttuuriesine","Autobasidiomycetes"
"kulttuuriharrastus","autobasidiomycetous"
"kulttuurihenkilö","autobasidium"
"kulttuurihistoria","Autobasisii"
"kulttuurihistorioitsija","autobiographal"
"kulttuurikansa","autobiographer"
"kulttuurikaupunki","autobiographers"
"kulttuurikeskus","autobiography"
"kulttuurikieli","autobiographic"
"kulttuurikilpailut","autobiographical"
"kulttuurikosketus","autobiographically"
"kulttuurikoti","autobiographies"
"kulttuurikriisi","autobiography's"
"kulttuurikriitikko","autobiographist"
"kulttuurillinen","autobiology"
"kulttuurilähettiläs","autoblast"
"kulttuurimaa","autoboat"
"kulttuurimaantiede","autoboating"
"kulttuurimaisema","autobolide"
"kulttuuriministeri","autobus"
"kulttuurinen","autobuses"
"kulttuurinihilismi","autobusses"
"kulttuurinkarttaja","autocab"
"kulttuurinsuosija","autocade"
"kulttuuriosasto","autocades"
"kulttuuriperintö","autocall"
"kulttuuripersoona","autocamp"
"kulttuuripoliittinen","autocamper"
"kulttuuripolitiikka","autocamping"
"kulttuuripääkaupunki","autocar"
"kulttuuriradikaali","autocarist"
"kulttuuriradikalismi","autocarp"
"kulttuurisesti","autocarpian"
"kulttuuriseutu","autocarpic"
"kulttuurisihteeri","autocarpous"
"kulttuurisokki","autocatalepsy"
"kulttuuritapahtuma","autocatalyses"
"kulttuuritaso","autocatalysis"
"kulttuuritoimittaja","autocatalytic"
"kulttuuritoimitus","autocatalytically"
"kulttuuriturismi","autocatalyze"
"kulttuurivaihto","autocatharsis"
"kulttuurivaikutus","autocatheterism"
"kulttuurivallankumous","autocephaly"
"kulttuurivihamielinen","autocephalia"
"kulttuurivirtaus","autocephalic"
"kulttuuriyhteys","autocephality"
"kulttuuriystävällinen","autocephalous"
"kulturelli","autoceptive"
"kulu","autochanger"
"kulua","autochemical"
"kulukorvaus","autocholecystectomy"
"kuluma","autochrome"
"kulumapinta","autochromy"
"kulumiskestävyys","autochronograph"
"kulumispinta","autochthon"
"kulumissairaus","autochthonal"
"kulumisura","autochthones"
"kulumisvika","autochthony"
"kuluneisuus","autochthonic"
"kulunki","autochthonism"
"kulunkitili","autochthonous"
"kulunvalvonta","autochthonously"
"kulunvalvontajärjestelmä","autochthonousness"
"kulunvalvontakamera","autochthons"
"kulussa","autochton"
"kuluttaa","autocycle"
"kuluttaja","autocide"
"kuluttajahinta","autocinesis"
"kuluttajahintaindeksi","autocystoplasty"
"kuluttajakunta","autocytolysis"
"kuluttajaneuvoja","autocytolytic"
"kuluttajaneuvonta","autoclasis"
"kuluttajaneuvosto","autoclastic"
"kuluttajansuoja","autoclave"
"kuluttajansuojelu","autoclaved"
"kuluttajapolitiikka","autoclaves"
"kuluttajavalistus","autoclaving"
"kuluttajavalituslautakunta","autocoder"
"Kuluttajavirasto","autocoenobium"
"kuluttajaväestö","autocoherer"
"kuluttajaystävällinen","autocoid"
"kulutus","autocoids"
"kulutuselektroniikka","autocollimate"
"kulutushyödyke","autocollimation"
"kulutusjuhla","autocollimator"
"kulutuskestävyys","autocollimators"
"kulutusluotto","autocolony"
"kulutusmaito","autocombustible"
"kulutusmenot","autocombustion"
"kulutusosuuskunta","autocomplexes"
"kulutusosuustoiminta","autocondensation"
"kulutuspinta","autoconduction"
"kulutustavara","autoconvection"
"kulutustottumus","autoconverter"
"kulutusvero","autocopist"
"kulutusyksikkö","autocoprophagous"
"kulööri","autocorrelate"
"kumahdella","autocorrelation"
"kumahdus","autocorrosion"
"kumahtaa","autocosm"
"kumajaa","autocracy"
"kumara","autocracies"
"kumaraan","autocrat"
"kumaraharteinen","autocratic"
"kumarahartiainen","autocratical"
"kumarainen","autocratically"
"kumaraselkäinen","autocraticalness"
"kumarassa","autocrator"
"kumariini","autocratoric"
"kumarrella","autocratorical"
"kumarruksiin","autocratrix"
"kumarruksissa","autocrats"
"kumarrus","autocrat's"
"kumarrusmatka","autocratship"
"kumartaa","autocremation"
"kumartua","autocriticism"
"kumaruus","autocross"
"kumaus","autocue"
"kumauttaa","auto-da-f"
"kumea","auto-dafe"
"kumeasti","auto-da-fe"
"kumi","autodecomposition"
"kumiasfaltti","autodecrement"
"kumieriste","autodecremented"
"kumieristeinen","autodecrements"
"kumihartsi","autodepolymerization"
"kumihihna","autodermic"
"kumijalka","autodestruction"
"kumijalkine","autodetector"
"kumikangas","autodiagnosis"
"kumikasvi","autodiagnostic"
"kumikyllästeinen","autodiagrammatic"
"kumikäsine","autodial"
"kumilanka","autodialed"
"kumilautta","autodialer"
"kumileimasin","autodialers"
"kumilenkki","autodialing"
"kumiletku","autodialled"
"kumiliima","autodialling"
"kumiluoti","autodials"
"kumimatto","autodidact"
"kumina","autodidactic"
"kuminauha","autodidactically"
"kuminauhatwist","autodidacts"
"kuminaöljy","autodifferentiation"
"kuminen","autodiffusion"
"kumipallo","autodigestion"
"kumipohja","autodigestive"
"kumipohjainen","AUTODIN"
"kumipuku","autodynamic"
"kumipuu","autodyne"
"kumipyörä","autodynes"
"kumipyöräinen","autodrainage"
"kumipäällyste","autodrome"
"kumipäällysteinen","autoecholalia"
"kumirengas","autoecy"
"kumisaapas","autoecic"
"kumisieni","autoecious"
"kumissi","autoeciously"
"kumista","autoeciousness"
"kumistin","autoecism"
"kumisukka","autoecous"
"kumisuttaa","autoed"
"kumitehdas","autoeducation"
"kumiteollisuus","autoeducative"
"kumiteräsaapas","autoelectrolysis"
"kumitiiviste","autoelectrolytic"
"kumitossu","autoelectronic"
"kumittaa","autoelevation"
"kumitulppa","autoepigraph"
"kumivene","autoepilation"
"kumiviikunapuu","autoerotic"
"kumiviljelmä","autoerotically"
"kumkvatti","autoeroticism"
"kumma","autoerotism"
"kummajainen","autoette"
"kummaksua","autoexcitation"
"kummallinen","autofecundation"
"kummallisesti","autofermentation"
"kummallisuus","autofluorescence"
"kummankinlainen","autoformation"
"kummankintyyppinen","autofrettage"
"kummanne","autogamy"
"kummarit","autogamic"
"kummastella","autogamies"
"kummastelu","autogamous"
"kummasti","autogauge"
"kummastua","autogeneal"
"kummastuksissaan","autogeneses"
"kummastus","autogenesis"
"kummastuttaa","autogenetic"
"kummata","autogenetically"
"kummeksia","autogeny"
"kummeksua","autogenic"
"kummeksuttaa","autogenies"
"kummeli","autogenous"
"kummeta","autogenously"
"kummi","autogenuous"
"kummilahja","Autogiro"
"kummilapsi","autogyro"
"kummilusikka","autogiros"
"kumminkaan","autogyros"
"kumminkin","autognosis"
"kumminlahja","autognostic"
"kummiperhe","autograft"
"kummipoika","autografting"
"kummisetä","autogram"
"kummissaan","autograph"
"kummitella","autographal"
"kummittelu","autographed"
"kummitus","autographer"
"kummitusjuttu","autography"
"kummitustalo","autographic"
"kummityttö","autographical"
"kummitytär","autographically"
"kummitäti","autographing"
"kummoinen","autographism"
"kummuta","autographist"
"kumoamaton","autographometer"
"kumoamattomasti","autographs"
"kumoamattomuus","autogravure"
"kumollaan","Autoharp"
"kumolleen","autoheader"
"kumoon","autohemic"
"kumoonajo","autohemolysin"
"kumoonmeno","autohemolysis"
"kumossa","autohemolytic"
"kumota","autohemorrhage"
"kumottaa","autohemotherapy"
"kumotus","autoheterodyne"
"kumouksellinen","autoheterosis"
"kumouksellisuus","autohexaploid"
"kumous","autohybridization"
"kumoushanke","autohypnosis"
"kumousliike","autohypnotic"
"kumouspuolue","autohypnotically"
"kumoutua","autohypnotism"
"kumpainen","autohypnotization"
"kumpainenkaan","autoicous"
"kumpainenkin","autoignition"
"kumpare","autoimmune"
"kumpareikko","autoimmunity"
"kumpareinen","autoimmunities"
"kumparelasku","autoimmunization"
"kumpeli","autoimmunize"
"kumpi","autoimmunized"
"kumpikaan","autoimmunizing"
"kumpikin","autoincrement"
"kumppani","autoincremented"
"kumppanukset","autoincrements"
"kumppanuus","autoindex"
"kumpu","autoindexing"
"kumpuilla","autoinduction"
"kumpuinen","autoinductive"
"kumpupilvi","autoinfection"
"kumpusuo","auto-infection"
"kumu","autoinfusion"
"kumulaatio","autoing"
"kumulatiivinen","autoinhibited"
"kumuloida","auto-inoculability"
"kumuloitua","autoinoculable"
"kumuri","auto-inoculable"
"kun","autoinoculation"
"kundi","auto-inoculation"
"kundikaveri","autointellectual"
"kungfutselainen","autointoxicant"
"kungfutselaisuus","autointoxication"
"kuningas","autoionization"
"kuningasaika","autoirrigation"
"kuningasajatus","autoist"
"kuningashuone","autojigger"
"kuningaskalastaja","autojuggernaut"
"kuningaskobra","autokinesy"
"kuningaskruunu","autokinesis"
"kuningaskunta","autokinetic"
"kuningaslähetti","autokrator"
"kuningasmielinen","autolaryngoscope"
"kuningasmielisyys","autolaryngoscopy"
"kuningaspari","autolaryngoscopic"
"kuningasperhe","autolater"
"kuningassotilas","autolatry"
"kuningassuku","autolavage"
"kuningasvalta","autolesion"
"kuningasvesi","Autolycus"
"kuningasvierailu","autolimnetic"
"kuningatar","autolysate"
"kuningatarlähetti","autolysate-precipitate"
"kuningatarsotilas","autolyse"
"kuningatartoukka","autolysin"
"kuningataräiti","autolysis"
"kuninkaallinen","autolith"
"kuninkaallisesti","autolithograph"
"kuninkaallisuus","autolithographer"
"kuninkaanistuin","autolithography"
"kuninkaankruunu","autolithographic"
"kuninkaankäräjät","autolytic"
"kuninkaanlinna","Autolytus"
"kuninkaantekijä","autolyzate"
"kuninkuus","autolyze"
"kuninkuusajo","autolyzed"
"kuninkuuskilpailu","autolyzes"
"kuninkuusravit","autolyzing"
"kunkinkertainen","autoloader"
"kunkku","autoloaders"
"kunnallinen","autoloading"
"kunnalliselämä","autology"
"kunnallishallinnollinen","autological"
"kunnallishallinto","autologist"
"kunnalliskoti","autologous"
"kunnallislehti","autoluminescence"
"kunnallisneuvos","autoluminescent"
"kunnallisneuvosmies","automa"
"kunnallispoliitikko","automacy"
"kunnallispoliittinen","automaker"
"kunnallispolitiikka","automan"
"kunnallispormestari","automania"
"kunnallistaa","automanipulation"
"kunnallistalous","automanipulative"
"kunnallistekniikka","automanual"
"kunnallistekninen","automat"
"kunnallisvaalit","automata"
"kunnallisvalitus","automatable"
"kunnallisvero","automate"
"kunnallisverotus","automateable"
"kunnaneläinlääkäri","automated"
"kunnanhallitus","automates"
"kunnaninsinööri","automatic"
"kunnanisä","automatical"
"kunnanjohtaja","automatically"
"kunnanlääkäri","automaticity"
"kunnansairaala","automatics"
"kunnansihteeri","automatictacessing"
"kunnantalo","automatin"
"kunnantoimisto","automating"
"kunnanvaakuna","automation"
"kunnanvaltuusto","automations"
"kunnanvaltuutettu","automatism"
"kunnanvero","automatist"
"kunnari","automative"
"kunnas","automatization"
"kunne","automatize"
"kunnekaan","automatized"
"kunnekin","automatizes"
"kunnes","automatizing"
"kunnia","automatograph"
"kunniajuoksu","automaton"
"kunniajäsen","automatonlike"
"kunniajäsenyys","automatons"
"kunniakas","automatonta"
"kunniakierros","automatontons"
"kunniakirja","automatous"
"kunniakkaasti","automats"
"kunniakkuus","automechanical"
"kunniakomppania","automechanism"
"kunniakonsuli","Automedon"
"kunniakuja","automelon"
"kunniakäynti","automen"
"kunnialaukaus","autometamorphosis"
"kunniallinen","autometry"
"kunniallisesti","autometric"
"kunniallisuus","automysophobia"
"kunniamaininta","automobile"
"kunniamarssi","automobiled"
"kunniamerkki","automobiles"
"kunnianarkuus","automobile's"
"kunnianarvoinen","automobiling"
"kunnianarvoisa","automobilism"
"kunnianhimo","automobilist"
"kunnianhimoinen","automobilistic"
"kunnianhimoisesti","automobilists"
"kunnianimi","automobility"
"kunnianimitys","automolite"
"kunniankipeä","automonstration"
"kunnianloukkaus","automorph"
"kunnianosoitus","automorphic"
"kunnianteko","automorphically"
"kunniantunto","automorphic-granular"
"kunniapaikka","automorphism"
"kunniapalkinto","automotive"
"kunniaportti","automotor"
"kunniapuheenjohtaja","automower"
"kunniasana","autompne"
"kunniasija","autonavigator"
"kunniatohtori","autonavigators"
"kunniaton","autonavigator's"
"kunniattomasti","autonegation"
"kunniatuomioistuin","autonephrectomy"
"kunniavahti","autonephrotoxin"
"kunniavartija","autonetics"
"kunniavartio","autoneurotoxin"
"kunniavartiomies","autonym"
"kunniavelka","autonitridation"
"kunniavieras","Autonoe"
"kunniavirka","autonoetic"
"kunnioitettava","autonomasy"
"kunnioitettavasti","autonomy"
"kunnioitettavuus","autonomic"
"kunnioittaa","autonomical"
"kunnioittava","autonomically"
"kunnioittavasti","autonomies"
"kunnioitus","autonomist"
"kunnittain","autonomize"
"kunnittainen","autonomous"
"kunnokas","autonomously"
"kunnolla","autonomousness"
"kunnollinen","auto-objective"
"kunnollisesti","auto-observation"
"kunnollisuus","auto-omnibus"
"kunnon","auto-ophthalmoscope"
"kunnossa","auto-ophthalmoscopy"
"kunnossapito","autooxidation"
"kunnossapitokulut","auto-oxidation"
"kunnossapitokustannukset","auto-oxidize"
"kunnossapitovelvollinen","autoparasitism"
"kunnossapitovelvollisuus","autopathy"
"kunnostaa","autopathic"
"kunnostamo","autopathography"
"kunnostautua","autopelagic"
"kunnostus","autopepsia"
"kunnoton","autophagi"
"kunpa","autophagy"
"kunta","autophagia"
"kuntainliitto","autophagous"
"kuntainvälinen","autophyllogeny"
"kuntajako","autophyte"
"kuntakeskus","autophytic"
"kuntalainen","autophytically"
"kuntaliitos","autophytograph"
"kuntamuoto","autophytography"
"kuntasuunnitelma","autophoby"
"kuntasuunnittelu","autophobia"
"kuntauudistus","autophon"
"kuntayhtymä","autophone"
"kunto","autophony"
"kuntoarvio","autophonoscope"
"kuntoharjoittelu","autophonous"
"kuntoharjoitus","autophotoelectric"
"kuntohoitaja","autophotograph"
"kuntoilija","autophotometry"
"kuntoilla","autophthalmoscope"
"kuntoilu","autopilot"
"kuntoisuus","autopilots"
"kuntoisuusloma","autopilot's"
"kuntojumppa","autopyotherapy"
"kuntokeskus","autopista"
"kuntokoulu","autoplagiarism"
"kuntokävely","autoplasmotherapy"
"kuntokäyrä","autoplast"
"kuntolenkki","autoplasty"
"kuntoliikunta","autoplastic"
"kuntonyrkkeily","autoplastically"
"kuntoon","autoplasties"
"kuntoonpano","autopneumatic"
"kuntopiiri","autopoint"
"kuntopolku","autopoisonous"
"kuntopyörä","autopolar"
"kuntorekki","autopolyploid"
"kuntosali","autopolyploidy"
"kuntotesti","autopolo"
"kuntourheilija","autopoloist"
"kuntourheilu","autopore"
"kuntouttaa","autoportrait"
"kuntoutua","autoportraiture"
"kuntoutus","Autopositive"
"kuntoutusallas","autopotamic"
"kuntoutuskeskus","autopotent"
"kuntoutuslaitos","autoprogressive"
"kuntovoimistelu","autoproteolysis"
"kuntta","autoprothesis"
"kuoha","autopsy"
"kuohahdella","autopsic"
"kuohahtaa","autopsical"
"kuohari","autopsychic"
"kuohia","autopsychoanalysis"
"kuohilas","autopsychology"
"kuohinta","autopsychorhythmia"
"kuohita","autopsychosis"
"kuohitsija","autopsied"
"kuohkea","autopsies"
"kuohketa","autopsying"
"kuohkeus","autopsist"
"kuohkeuttaa","autoptic"
"kuohkeutua","autoptical"
"kuohu","autoptically"
"kuohua","autopticity"
"kuohuinen","autoput"
"kuohukerma","autor"
"kuohuksiin","autoracemization"
"kuohuksissa","autoradiogram"
"kuohunta","autoradiograph"
"kuohupäinen","autoradiography"
"kuohupää","autoradiographic"
"kuohuta","autorail"
"kuohuttaa","autoreduction"
"kuohuviini","autoreflection"
"kuokanisku","autoregenerator"
"kuokanterä","autoregressive"
"kuokanvarsi","autoregulation"
"kuokinta","autoregulative"
"kuokka","autoregulatory"
